GID,GID_hr,HER_hr_montype,HR_type,HR_description,HR_age,HR_sex,HR_condition,HR_completeness,HR_posture,HR_orientation,HR_rite
40015,40014,CREMATION,Cremation,In small circular pit with cremated adult bones and bone pin. Unurned and bone pin is unburnt adult cremation with lots of burnt wood. Likely in bag as in circular heap with the unburnt pin on top  ,Adult 19-39,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
40017,40015,INHUMATION,Inhumation,"crouched male (strongly built) accompanied by animal skeletons. On left side and hands to face. Bones of young pig at feet and also at feet were the skeletons of two small goats or sheep on their right sides with heads to north, like the male. Decayed wood was noted around the and under the goats - coffin for animalsCalais Wold (Stead 1979) Grave CW Mortimer BC72: Human remains: Inhumation burial; orientation; NW-SE (fE); age: adult; sex: not determined; position: crouched; biographical details: By the measure of the bones recorded by Mortimer (1905: 163) it is possible to infer that this was an adult individual.",Adult 19-39,Male,Articulated,Complete,Crouched (facing left),NW-SE,Unknown
40018,40016,CREMATION,Cremation,In situ cremation. In situ pyre with burnt bones of an adult with a small incense cup in centre of bones (Burial 1) ,Adult 19-39,Unknown,In-situ,,Unknown,Unknown,Unknown
40020,40018,INHUMATION,Inhumation,Dismembered or redeposited burial of an adult with animal bones and flint,Adult 19-39,Unknown,Redeposited,Fragment(s),Unknown,Unknown,Unknown
40021,40019,CREMATION,Cremation,Cremation of a small child accompanying or accompanied by the inhumation of possible female. Pile of cremated bones (possibly in a bag),Child 3-13,Indeterminate (Child),Unknown,,Unknown,Unknown,Unknown
40021,40020,INHUMATION,Inhumation,In central grave partly on back and on right side crouched with one hand on pelvis. Slender person c. 25-30 years old with cremated bones. Note the cremation is of a child but lacked grave goods directly ,Adult 19-39,Female,Articulated,,Crouched (facing right),N-S,Unknown
40022,40021,HUMAN REMAINS,Inhumation,Disarticulated human remains in pit at centre of mound with animal bones underneath; only humerus,Adult 19-39,Unknown,Disarticulated,Fragment(s),Unknown,Unknown,Unknown
40023,40022,INHUMATION,Inhumation,In flat grave with stone bracer and belt ring. No traces of a mound or barrow. Not 100% certain but likely an adult male in crouched position ,Adult 19-39,Male,Articulated,Almost complete,Crouched (facing left),Unknown,Unknown
40024,40023,INHUMATION,Inhumation,Bugthorpe (Stead 1979) Grave BG1: Human remains: Inhumation burial; orientation; n/a; age: n/a; sex: not determined; position: n/a; biographical details: n/a;,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
40027,40025,INHUMATION,Inhumation,Crouched inhumation with Beaker - flat grave (no further detail due to casual discovery),Unknown,Unknown,Articulated,Unknown,Crouched (unspecified),Unknown,Unknown
40029,40026,INHUMATION,Inhumation,In flat grave or pit with no discernible barrow/ mound. Buried with Beaker and flint knife; young adult,Adult 19-39,Unknown,Articulated,Complete,Crouched (unspecified),Unknown,Unknown
40031,40027,CREMATION,Cremation,Bishop Burton (YAS record card info): A few cremated bones found within the bucket shaped urn.,Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
40032,40028,CREMATION,Cremation,"In situ pyre cremation at centre of barrow in pit 0.7m at depth of 0.25m. Greenwell says body was burnt in crouched position on funeral pyre on R side, & bones still in place. Yet very small pit. Suggestion that this is of an adult male but not 100% certain - he was crouched on right side with head to NE. As the burial is with an awl and on right side, possibly more likely to be female ",Adult 19-39,Contra-indications,In-situ,Complete,Crouched (facing right),NE-SW,Unknown
40033,40030,CREMATION,Cremation,"Primary cremation that was burnt in situ - pyre. Burnt in central pit 1m wide and 0.22m deep, and accompanied by miniature cup",Adult 19-39,Female,In-situ,Complete,Unknown,Unknown,Unknown
40034,40032,CREMATION,Cremation,Oval grave 1.2m x 0.6m x 0.6m deep to south of centre with two cremations - a double cremation burial. This one is woman. Placed in a heap 0.3m in diameter (suggests that they may have been in a bag),Adult 19-39,Female,Unknown,Almost complete,Unknown,Unknown,Unknown
40035,40034,INHUMATION,Inhumation,"South Cave, Everthorpe: human bones disturbed during gravel extraction. Originally probably a crouched inhumation ",Adult 19-39,Unknown,Disturbed,Unknown,Unknown,Unknown,Unknown
40036,40035,INHUMATION,Inhumation,No further details available.,Unknown,Unknown,Articulated,Unknown,Crouched (unspecified),Unknown,Unknown
40038,40036,INHUMATION,Inhumation,In shallow off-central grave. No trace of skeleton due to acid but accompanied by jet button at shoulder and long-necked Beaker. Note 14C date associated with burial from charcoal suggests a light later (ie EBA date) ,Unknown,Unknown,Decomposed/Degraded,Unknown,Unknown,Unknown,Unknown
40039,40037,CREMATION,Cremation,"Manby 1980, 352, Kilnsea Warren: 'a handful of calcined bones'",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
40040,40038,INHUMATION,Inhumation,"Cowlam/Cottam, Stead (1986) Grave A (Greenwell (1877) Barrow LIV):  no further details",Adult 19-39,Male,Unknown,Unknown,Unknown,SW-NE,Unknown
40041,40039,CROUCHED INHUMATION,Inhumation,Strongly built young male tightly crouched with hands in front of face. Disc under forehead,Adult 19-39,Male,Articulated,Complete,Crouched (facing left),Unknown,Unknown
40042,40040,CROUCHED INHUMATION,Inhumation,"Central barrow grave with disturbed remains of an adult in an oak coffinCentral barrow grave with remains of an adult in an oak coffin. Robust and tall; analysis shows male, c. 36-45 years old, with blunt force injury to left side of head -caused death as no healing",Old Adult >40,Male,Disturbed,Fragment(s),Unknown,Unknown,Unknown
40043,40042,INHUMATION,Inhumation,Primary disarticulated inhumation of adult male with antler macehead at face; rather decayed. No lower jaw; tibias laid alongside femurs but reversed so body partially reworked or disarticulated at burial,Adult 19-39,Male,Partially Articulated,Almost complete,Crouched (facing right),E-W,Unknown
40044,40043,INHUMATION,Inhumation,Squeezed into SE corner of large grave - young male c. 18-24 years old with perforated battle axe touching face  ,Adult 19-39,Male,Articulated,Complete,Crouched (facing left),SE-NW,Unknown
40047,40044,INHUMATION,Inhumation,Poorly preserved crouched burial of an older individual with a healed jaw and many missing teeth. The skull appears to have been removed prior to burial.,Old Adult >40,Male,Partially Articulated,Unknown,Crouched (unspecified),E-W,Unknown
40049,40045,INHUMATION,Inhumation,"This is a youth 8-12 years old wearing amulets and headdress of charms? Both individuals almost touch each other. This child was particularly richly furnished with grave goods - mainly ornaments that include amulets, balls, basket ornament, fossil and a possible food or floral offering ",Child 3-13,Indeterminate (Child),Articulated,Complete,Crouched (facing left),E-W,Unknown
40052,40046,INHUMATION,Inhumation,inhumation with both Beaker and food Vessel which is interesting. No further details but presumably a flat grave ,Unknown,Unknown,Articulated,,Crouched (unspecified),Unknown,Unknown
40055,40047,CREMATION,Cremation,Cremation in large Collared Urn - only a token cremation ,Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
40056,40048,INHUMATION,Inhumation,Young adult female on ground surface c. 20-22 years old lying on back with legs closely doubled to thighs; flints by skull,Adult 19-39,Female,Articulated,,Supine crouched ,NE-SW,Unknown
40057,40050,INHUMATION,Inhumation,"At base of barrow just south of centre, decayed remains of a youth in contracted position; head to N. On the chest was a small Food Vessel with minimal decoration",Subadult 14-18,Indeterminate (Child),Articulated,Almost complete,Crouched (unspecified),N-S,Unknown
40060,40051,CREMATION,Cremation,In cinerary urn with necklace; placed just SE of centre next to another urned cremation. Thought to be female but note the gender has been ascribed on the basis of the necklace so may not be 100% ,Adult 19-39,Female,Unknown,Almost complete,Unknown,Unknown,Unknown
40063,40052,INHUMATION,Inhumation,Young male found in crouched position in a shallow pit. Accompanied by quite a diverse and rich set of grave goods including a Beaker ,Subadult 14-18,Male,Articulated,Complete,Crouched (facing left),Unknown,Unknown
40064,40053,INHUMATION,Inhumation,Contracted skeleton,Unknown,Unknown,Unknown,Unknown,Crouched (unspecified),Unknown,Unknown
40065,40054,INHUMATION,Inhumation," Adult c. 30 years old. Dark residue of decayed wood under skeleton - coffin, and Food Vessel by right shoulder. Crouched right, head to S facing E",Adult 19-39,Unknown,Articulated,Complete,Crouched (facing right),N-S,Unknown
40066,40056,CROUCHED INHUMATION,Inhumation,"Central burial of barrow in pit A with three inhumations (A2, A4 & A5)  - one headless adult and two infants. This is adult - hands to face. Pot behind back. The infants and all the other burials in the barrow lacked grave goods. This one is probably female but lacked a head. Head would have been at E facing N",Adult 19-39,Unknown,Articulated,Almost complete,Crouched (facing right),E-W,Unknown
40069,40058,INHUMATION,Inhumation, two infant burials associated with four Beaker sherds,Child 3-13,Indeterminate (Child),Articulated,,Crouched (unspecified),Unknown,Unknown
40071,40059,INHUMATION,Inhumation,"4m NW of centre in pit with Beaker at feet. Lots of charcoal at back of head and buried just above natural ground surface. Right hand to face, left hand to thigh. Head at SE facing SW",Adult 19-39,Unknown,Articulated,Complete,Crouched (facing left),SE-NW,Unknown
40073,40060,INHUMATION,Inhumation,Under adult male and partly disturbed and mixed with some burnt bones - associated with Neolithic pot ; almost complete Grimston ware bowl ,Adult 19-39,Unknown,Disturbed,Almost complete,Unknown,Unknown,Unknown
40075,40061,INHUMATION,Inhumation,No information really - just bones found with a late Beaker,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown
40076,40062,CREMATION,Cremation,"In central grave next to hip of adult male was adult cremation in a heap with a small bronze pricker/awl. Cremated bones are slender,and likely female. Idea of man and wife in this grave ",Adult 19-39,Female,Unknown,,Unknown,Unknown,Unknown
40076,40063,CROUCHED INHUMATION,Inhumation,Burial A. Crouched left with pot behind lower back. Hands to face . Bronze dagger by left hand  Head at east end facing south,Old Adult >40,Male,Articulated,,Crouched (facing left),E-W,Unknown
40077,40064,INHUMATION,Inhumation,At west end in round barrow raised over long mound- young woman with Beaker in front of leg. Hands to face. Re-use of a Neolithic monument. Head W facing N,Adult 19-39,Female,Articulated,Complete,Crouched (facing right),W-E,Unknown
40079,40066,INHUMATION,Inhumation,"Secondary deposition in pit cut into mound. Identified as adult male even though on right side  (KInnes and Longworth 1985: 74)  with head to NW, facing SW.  Food Vessel behind head and hands to face. long scraper behind head ",Adult 19-39,Male,Articulated,Almost complete,Crouched (facing right),NW-SE,Unknown
40080,40067,INHUMATION,Inhumation,Adult male with head pointing SE. Chalk fill with charcoal at base. Sponge finger at chest placed over jet ring which is placed over the jet buttons which have their backs together (these go down to pelvis). Strike a light at upper chest and dagger with horn hilt pointing away from face ,Adult 19-39,Male,Articulated,Complete,Crouched (facing left),SE-NW,Unknown
40085,40068,INHUMATION,Inhumation,Two children (Burials Nos 2 & 3) together. This is a child c. 2 years old.  Flint flakes by Burial 3,Infant <3,Indeterminate (Child),Articulated,,Crouched (unspecified),NE-SW,Unknown
71706,40070,CREMATION,Cremation,Unurned cremation to NW of the other pit burials with inhumations ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
40088,40071,CROUCHED INHUMATION,Inhumation,Crouched adult with bead and Beaker ,Adult 19-39,Unknown,Articulated,Complete,Crouched (unspecified),E-W,Unknown
40089,40072,INHUMATION,Inhumation,"Strongly built man, left hand to chin and right to left elbow. Head E facing S. What may be unusual is that this male had 3 jet buttons associated with him (more often associated with female burials), but the buttons were placed at his feet so maybe they were heirlooms, or gifts etc?  He wasn't seemingly wearing them",Adult 19-39,Male,Articulated,Complete,Crouched (facing left),E-W,Unknown
40090,40073,INHUMATION,Inhumation,"Adult male hands to face and pot in front of arms; with child burial. This burial is on right side and with a child which is more common for female burials. It is possible that the gender was misidentified, but gg give no real clue. Head to W facing S",Adult 19-39,Male,Articulated,Complete,Crouched (facing right),E-W,Unknown
40091,40074,INHUMATION,Inhumation, primary crouched inhumation with five flint flakes at head; old male with row of chalk stones packed behind the back of the body. Probably a male ,Old Adult >40,Male,Articulated,,Crouched (unspecified),Unknown,Unknown
40094,40077,INHUMATION,Inhumation,Decomposed and accompanied by two jet buttons,Unknown,Unknown,Decomposed/Degraded,Fragment(s),Unknown,Unknown,Unknown
