Site_ID,GID,Grave_hierarchy,Formality_factor,HER_grave_montype,Grave_type,Grave_orientation,Grave_description,Number_object_records,Number_hr_records,Giles_2012_catalogue_number,Gg_summary,Hr_summary
50126,50126,,1,,Pit,Unknown,"<Parfitt 1998, Chilham Castle>: A small oval grave-pit with maximum dimensions of 0.66 m (E-W) by 0.50 m (N-S) and, as surviving, cut no more than 0.10 m into the natural clay, was sealed by about 0.16 m of flinty topsoil. A grog-tempered pottery vessel containing more than 800 g of cremated human bone had been placed in the eastern half of the pit ... On the western side of the grave lay the unburnt mirror (Fig. 5), in a horizontal position and plain surface upwards, with the handle on the north-west side. The brooch (Brooch 2) found by Mr Nichols was lying on top of the mirror. From the location of the second brooch (Brooch 1) it seems quite likely that this had originally lain under, or to one side of the mirror, but this cannot be certain. The two bronze brooches essentially formed a matching pair (see below, Figs 3 & 4) and it is possible that they originally secured a cloth wrapped around the mirror; however, no evidence for this survived in the corrosion products on the metalwork.<Celtic Art db>",4,1,,"Pot [Belgic-Related Tradition (Other fineware vessel)], Mirror, Brooch (Specified type), Brooch (Specified type)",Cremation
50129,50129,,1,,Pit,Unknown,"Tutt Hill, Ashford, cremation burial 301 (Brady 2006, 15): roughly circular cremation pit, with almost vertical sides breaking to a flat base, almost certainly truncated substantially by later ploughing (0.35m deep, 0.6m wide). Within this cut was an inverted middle Bronze Age Bucket Urn made from a grog and flint-tempered fabric and with a potters `signature` made from impressed twisted cord just below the rim (Fig. 5, no. 300) (Morris 2006). The pot contained a significant quantity of willow/poplar (Salicaceae) charcoal (Challinor 2001) and a small amount of cremated human bone (7 g) among which a fragment of long bone shaft was identifiable. The back fill of the cut (298) contained a large amount of charcoal and some tiny fragments of cremated bone, probably a mixture of the material excavated from the cut and pyre debris. This cremation burial was situated approximately 12 m to the west of ring ditch 89 and 22 m to the east of ring ditch 156. ",1,1,,Pot [Deverel-Rimbury (Bucket Urn)],Cremation
50131,50131,,1,,Pit,Unknown,Unexcavated cremation burial with clear evidence of cremated human bone and the remains of a pedestal urn in the fill.,1,1,,Pot [Belgic-Related Tradition (Pedestal Urn)],Cremation
50132,50132,,1,,Unknown,Unknown,"Cheriton Grave group 1: Three pottery vessels, one of which contained cremated human remains and a corroded iron brooch. The cinerary vessel was supported in an upright position with flint flakes. An additional flint flake found directly above the vessel may have operated as a lid (Tester and Bing 1949, 23). No information was provided about the grave cut.",4,1,,"Pot [Belgic-Related Tradition (Other specified type)], Pot [Belgic-Related Tradition (Other specified type)], Pot [Belgic-Related Tradition (Other specified type)], Brooch (Unknown/Unspecified)",Cremation
50135,50135,,1,,Pit,N/a,"Glebe Land, Harrietsham (Canterbury Archaeology 1998, appx 1) Grave [55]: One of nine LIA cremation burials located between two ditches to the south of a routeway/road. This burial included three 'Aylesford type' pottery vessels and a copper alloy vessel.Rectangular grave cut (0.96m N-S x 0.80m E-W x 0.24m deep).The grave fill contained 2 pairs of brooches, a pin, two iron objects and part of an articulated animal torso.Gg/hr: Pedestal based cremation vessel, located centrally within grave [55] (c. 0.4m across and 0.15m high); one of a matching pair of fibula brooches found beneath the central cremation vessel in grave [55]; the second of a matching pair of fibula brooches found beneath the central cremation vessel in grave [55]; cremation vessel (no further details); cremation vessel located in NW corner of cremation cut 55; one of two further pots within the cremation vessel located in the NW corner of grave [55]; two of two further pots within the cremation vessel located in the NW corner of grave [55]; bronze cremation vessel within grave [55]; one of a matching pair of brooches found in the grave fill; the second of a matching pair of brooches found in the grave fill; a pin recorded in the grave fill; one of two iron objects recorded in the grave fill; two of two iron objects recorded in the grave fill; part of anarticulated animal torso recorded in the grave fill.Four of the vessels from this grave (three pots, one bronze vessel) were described as cremation vessels. However the number of individuals represented is not known. A minimum of one cremation burial within the central pedestal vase is logged here.",14,1,,"Vessel (Unknown/Unspecified), Pot [Belgic-Related Tradition (Pedestal Urn)], Pot [Belgic-Related Tradition (Unknown/Unspecified)], Pot [Belgic-Related Tradition (Unknown/Unspecified)], Pot [Belgic-Related Tradition (Unknown/Unspecified)], Pot [Belgic-Related Tradition (Unknown/Unspecified)], Brooch (Unknown/Unspecified), Brooch (Unknown/Unspecified), Brooch (Unknown/Unspecified), Brooch (Unknown/Unspecified), Pin (Unknown/Unspecified), Unknown Object, Unknown Object, Animal Joint/Part [Trunk]",Cremation
50136,50136,,1,,Pit,Unknown,"Ulcombe Churchyard (Aldridge 2005): Pedestal urn and cremated remains of an older adult woman, found during grave digging.",1,1,,Pot [Belgic-Related Tradition (Pedestal Urn)],Cremation
50137,50137,,1,,Unknown,Unknown,"Ulcombe Churchyard Extension (Aldridge 2005): Finds recovered by a grave digger in association with 'a few bone fragments' (Aldridge 2005, 181), described in the HER as an inhumation burial. These were apparently found with two bronze brooches, a pin, and animal bones. Only the brooches are mentioned in the brief published account of the discovery (Aldridge 2005, 181).",4,1,,"Brooch (Unknown/Unspecified), Brooch (Unknown/Unspecified), Pin (Unknown/Unspecified), Animal Bone (Other)",Inhumation
50139,50139,,1,PIT,Pit,Unknown,"Dickson Land, Canterbury Road, Hawkinge: Small pit (0.20m - 0.50m in diameter and between 0.02m - 0.08m deep) containing large quantities of wheel-thrown LIA 'Belgic' pottery and a small quantity of cremated human bone, probably representing an urned cremation burial.Hr: <5g of cremated bone which could not be identified as humanGg: large, unabraded sherds from a wheel-thrown closed-mouthed jar with beaded rim",1,1,,Pot [Belgic-Related Tradition (Unknown/Unspecified)],Cremation
50140,50140,,1,,Pit,Unknown,"Former RM North Barracks (Parfitt 2000): a small circular pit containing the base of a prehistoric pottery vessel. It would seem that the pot must either have been incomplete when originally buried, or was subsequently truncated (?by ploughing) prior to the excavation.The pit containing the pot was about 0.37 m. in diameter and as surviving, was just 0.06 m. deep with steep/sloping sides. The flat basedpot had been set upright on the bottom of the pit and there can be little doubt that the pit, only slightly larger than the vessel, had been specifically dug to hold it.The filling of the pot consisted of a dark grey loam with carbon and this contained over 170 grams of cremated human bone. Bronze Age date seems most likely and the vessel is perhaps best viewed as the remains of a Deverel-Rimbury urn used as a cremation jar.",1,1,,Pot [Deverel-Rimbury  (Unknown/Unspecified)],Cremation
50141,50141,,1,,Unknown,Unknown,"South Willesborough (Deeves 2002): A complete inverted saucepan pot [140] was recovered from a cut [141] of similar dimensions roughly in the centre of the excavation area. It measures 0.1 m in diameter x 0.15m deep and is considered to be a coarse 'Belgic' grog-tempered ware of Middle Iron Age date. The pot was removed complete with its silty sand fill so that it could be excavated under controlled conditions. The fill was revealed to contain a small amount of cremated bone, including tooth crowns, along with charcoal fragments. The bone was identified to be that of an infant, with the age of death being around 6 months. The potvessel appears to have been intentionally buried as part of the mortuary ritual.",1,1,,Pot (Unknown/Unspecified),Cremation
50144,50144,Secondary,1,,Pit,Unknown,"Dumpton Down Barrow, Intercutting Grave Pits A-C (Perkins 1994, 3-4, 2004): Seven inhumation burials were recorded within three inter-cutting pits (A-C) located centrally under the barrow; five of the burials were incomplete; the remainder were broadly in tact. Since the sequence of burials transcends the pit sequence, they are all recorded together here. The entire sequence was capped with a plough-truncated layer of flint nodules (Perkins 2004, 77)",5,8,,"Pot [Beaker], Pot [Beaker/Food Vessel Hybrid], Blade, Pot [Beaker], Assemblage","Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation"
50145,50145,,1,PIT,Pit,Unknown,"South Dumpton Down (Perkins 1994, 12-6, fig. 9): 'An event in the fill sequence [of pit F. 120] was the deposition of a human body (Burial 14) on the east - west sloping surface of the dumped soils. The skeletal remains were in very good condition and were those of a well built adult. Fragments of an iron buckle and of a carved bone pin were found at the right and left shoulders respectively.The position of the skeleton: lying on its right side with legs flexed and right forearm and hand above the skull (shielding the face with a fold of cloak?), is very different from the 'chucked in the hole' appearance of other burials on site. After the the burial bad been placed, dumping continued until the pit was filled at least to chalk surface level. The fill was then cut by the passage of palisade trench F. 104.All layers of pit fill were rich in sherds, bones (some of them worked) and shells, and also yielded fragments of ash-slag and iron slag, ceramic and carved chalk spindle whorls, and pieces of bones and querns, the latter of Folkestone Greensand.'",2,1,,"Buckle, Pin (Unknown/Unspecified)",Inhumation
50149,50149,,1,,Pit,Unknown,"Westhawk Farm (Booth et al 2008): Disturbed cremation pit with two distinct fills - one immediately around the main deposit, and another capping it. The burial was discovered and partly excavated by building contractors. As a result significant contextual detail is missing.Probable square or rectangular grave pit. A fragmented wooden box towards the north of the grave pit potentially contained most of the grave goods and the cremated human remains. The latter together with burnt bird, pig and sheep bones were partly overlain by a platter which, itself, contained cu-alloy fragments (almost certainly from a patera) and unburnt lamb bones. Two fragmented vessels - a jug and a bowl - lay to the north/north-east of the box. The jug may have been placed within the bow. A bronze bound bucket was located outside the box at the sourthern end of the grave (Booth et al. 2008, 30-4).The bronze vessels indicate that the grave was probably pre-conquest. The presence of these expensive imported items, probably originating in Campania, also suggests that the deceased was an elite member of his community (Cool in Booth et al. 2008, 33).See grave catalogue for further details (Booth et al. 2008, 303-4).",10,1,,"Box, Bucket, Pot [Gallo-Belgic Ware (Specified type)], Jug, Strainer, Bowl, Animal Bone (Other), Animal Burial (Specified type), Wrap, Animal Bone (Other)",Cremation
50153,50153,Primary,1,,Pit,Unknown,"Springhead Northfleet: Central urned cremation within one of two inter-cutting MBA ring ditches (Andrews et al 2001, 189). No further details available.",1,1,,Pot [Deverel-Rimbury  (Unknown/Unspecified)],Cremation
50156,50156,,1,,Pit,Unknown,"Kingsborough, Sheppy (Allen et al 2008), Linear Cemetery Burial 3225: Simple cremation burial in pit. Unidentified burnt animal bone found amongst the cremated remains.Hr: 338.1g cremated bone from an adult (18-30 yrs old) ?female. Pathology: exostoses (benign outgrowth of cartilaginous tissue) on patella.Gg: 0.4g unidentified animal boneC14 dates from the linear cemetery span the period 1430 to 1260 cal BC (Allen et al 2008, table 16).",1,1,,Animal Bone (Other),Cremation
50161,50161,Secondary,1,,Grave,NE-SW,"Secondary inhumation placed in the backfill of the inner ring ditch of the barrow.The rectangular grave cut contained a skeleton, which lay flexed on an approximate north-east–south-west orientation, with the head at the north-east end. A necklace of amber beads was recovered from around the neck and shoulders. A total of 21 beads were recovered; 17 complete, and four fragmentary. Despite the poor preservation of the skeletal remains in the unfavourable soil conditions (and some truncation when the Gravesend West Railway was built), the body can be identified as that of an adult of around 25 years of age. The gracile character of the skull morphology provided the only extant evidence that the skeleton was probably female (Bull and Barclay 2006, 8)",1,1,,Necklace,Inhumation
50162,50162,Primary,1,,Grave,N-S,"Monkton (Area 4) Grave 751 (Bennett et al 2008, 15):Sub-rectangular grave cut (2.4 x 1.0 x 0.7m) with steep sides and a flat base. Traces of a possible coffin or timber linN-Sing represented by a compact layer of chalk/loam lining the grave edge.The primary burial was a single crouched inhumation of a young adult man (19-22), head to the S, facing E. Collagen from his bone was c14 dated to 2180-1890 cal BC (BM-2898, 95% confidence)A cluster of disarticulated human bone was located behind the legs of the crouched inhumation. This included the partial remains of an adult woman and two children, one c. 2 years old. Collagen from the woman's bones was c14 dated to 2289 to 1925 cal BC (BM-2923, 95% confidence). These may represent rearranged bones from an earlier disturbed burial or bodies that were excarnated prior to burial at the same time as the main burial in this grave.1/3 of a stylistically early Beaker was placed directly in front of the head of the primary burial. (Gibson in Bennett et al 2008, 47, 52, pl1/19 no. 19). The decoration towards the base was sketchily executed. It is thought that this vessel may have been broken deliberately prior to burial (ibid. 96).",2,4,,"Pot [Beaker], Coffin","Inhumation, Inhumation, Inhumation, Inhumation"
