GID_date,C14_date_BP,C14_date_StDev,C14_date_calBC,C14_calibration_programme,C14_calibration_curve,Dating_lab,Lab_date_ID,HER_material_dated,Material_dated,C14_combined,Dating_notes
60243,2045,50,cal AD 240 to 560,OxCal 3.10,,Scottish Universities Environmental Research Centre,GU-1968,shell,,Uncal: 2045±50; Cal: cal AD 240 to 560,"Reference: Barber 1984b; Barber et alSpecies: NullSample desc.: Shell from sample 81/F 100 of a shell sand layer in a midden sealing a quern. PROBLEM: As of 2009, the calibration is uncertain because the marine effect varies (Ascough  PhD) and it is not safe simply to correct the age by 405 C14 years. CHECK NEEDED to see if d13C value really positive or '-' simply not entered by me.Researcher: Barber 1984b; Barber et alSponsor: Historic ScotlandDate completed: NullDelta-13C: 1Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60243,3030,50,930 to 520 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,GU-1969,shell,,Uncal: 3030±50; Cal: 930 to 520 cal BC,"Reference: Barber 1984b; Barber et alSpecies: NullSample desc.: Shell from a layer of shell and other material in mound. PROBLEM: As of 2009, the calibration is uncertain because the marine effect varies (Ascough  PhD) and it is not safe simply to correct the age by 405 C14 years. CHECK NEEDED to see if d13C value really positive or '-' simply not entered by me.Researcher: Barber 1984b; Barber et alSponsor: Historic ScotlandDate completed: NullDelta-13C: 1.5Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60243,2265,50,AD 0 to 340,OxCal 3.10,,Scottish Universities Environmental Research Centre,GU-1970,shell,,Uncal: 2265±50; Cal: AD 0 to 340,"Reference: Barber 1984b; Barber et alSpecies: NullSample desc.: Shell from sample 81/F 212 of a midden. PROBLEM: As of 2009, the calibration is uncertain because the marine effect varies (Ascough  PhD) and it is not safe simply to correct the age by 405 C14 years. CHECK NEEDED to see if d13C value really positive or '-' simply not entered by me.Researcher: Barber 1984b; Barber et alSponsor: Historic ScotlandDate completed: NullDelta-13C: 1.2Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60243,2085,50,cal AD 220 to 540,OxCal 3.10,,Scottish Universities Environmental Research Centre,GU-1972,shell,,Uncal: 2085±50; Cal: cal AD 220 to 540,"Reference: Barber 1984b; Barber et alSpecies: NullSample desc.: Shell from sample 81/F 2 of dumped material in a midden. PROBLEM: As of 2009, the calibration is uncertain because the marine effect varies (Ascough  PhD) and it is not safe simply to correct the age by 405 C14 years. CHECK NEEDED to see if d13C value really positive or '-' simply not entered by me.Researcher: Barber 1984b; Barber et alSponsor: Historic ScotlandDate completed: NullDelta-13C: 1.3Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60243,2210,50,cal AD 70 to 390,OxCal 3.10,,Scottish Universities Environmental Research Centre,GU-1974,shell,,Uncal: 2210±50; Cal: cal AD 70 to 390,"Reference: Barber 1984b; Barber et alSpecies: NullSample desc.: Shell from sample 81/F 33 of a cultivated deposit. PROBLEM: As of 2009, the calibration is uncertain because the marine effect varies (Ascough  PhD) and it is not safe simply to correct the age by 405 C14 years. CHECK NEEDED to see if d13C value really positive or '-' simply not entered by me.Researcher: Barber 1984b; Barber et alSponsor: Historic ScotlandDate completed: NullDelta-13C: 1.6Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60243,2075,50,cal AD 230 to 540,OxCal 3.10,,Scottish Universities Environmental Research Centre,GU-1975,shell,,Uncal: 2075±50; Cal: cal AD 230 to 540,"Reference: Barber 1984b; Barber et alSpecies: NullSample desc.: Shell from sample 81/F 29 of dumped deposits in a midden. PROBLEM: As of 2009, the calibration is uncertain because the marine effect varies (Ascough  PhD) and it is not safe simply to correct the age by 405 C14 years. CHECK NEEDED to see if d13C value really positive or '-' simply not entered by me.Researcher: Barber 1984b; Barber et alSponsor: Historic ScotlandDate completed: NullDelta-13C: 1.5Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60211,1150,70,cal AD  1040 to 1410,OxCal 3.10,,Scottish Universities Environmental Research Centre,GU-2162,shell,,Uncal: 1150±70; Cal: cal AD  1040 to 1410,"Reference: BarberSpecies: NullSample desc.: Shell from a shell sand layer 80/8 in a midden. PROBLEM: As of 2009, the calibration is uncertain because the marine effect varies (Ascough  PhD) and it is not safe simply to correct the age by 405 C14 years. CHECK NEEDED to see if d13C value really positive or '-' simply not entered by me.Researcher: BarberSponsor: Historic ScotlandDate completed: NullDelta-13C: 1.7Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60211,700,50,cal AD  1400 to modern,OxCal 3.10,,Scottish Universities Environmental Research Centre,GU-2163,shell,,Uncal: 700±50; Cal: cal AD  1400 to modern,"Reference: BarberSpecies: NullSample desc.: Shell from a shell sand layer 80/19 in a midden. PROBLEM: As of 2009, the calibration is uncertain because the marine effect varies (Ascough  PhD) and it is not safe simply to correct the age by 405 C14 years. CHECK NEEDED to see if d13C value really positive or '-' simply not entered by me.Researcher: BarberSponsor: Historic ScotlandDate completed: NullDelta-13C: 1.9Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60211,710,50,cal AD  1400 to 1850,OxCal 3.10,,Scottish Universities Environmental Research Centre,GU-2164,shell,,Uncal: 710±50; Cal: cal AD  1400 to 1850,"Reference: BarberSpecies: NullSample desc.: Shell from a shell sand layer 80/33 in a midden. PROBLEM: As of 2009, the calibration is uncertain because the marine effect varies (Ascough  PhD) and it is not safe simply to correct the age by 405 C14 years. CHECK NEEDED to see if d13C value really positive or '-' simply not entered by me.Researcher: BarberSponsor: Historic ScotlandDate completed: NullDelta-13C: 1.5Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60265,3300,55,1740 to 1440 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-48583,"Bone, human",,Uncal: 3300±55; Cal: 1740 to 1440 cal BC,"Reference: Parker Pearson 2002Species: homo sapiensSample desc.: Human hand phalanx found in the spoil tip from excavation of layers 600, 602 and 604 (unstratified Context CH 600) within the small trench in Area B. South Uist Human Remains Project Sample 1.Researcher: Parker Pearson 2002Sponsor: Historic ScotlandDate completed: NullDelta-13C: -19.4Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 10.5C-N ratio: 3.2"
60265,1875,45,cal AD 20 to 250,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-48584,"bone, human",,Uncal: 1875±45; Cal: cal AD 20 to 250,"Reference: Parker Pearson 2002Species: homo sapiensSample desc.: Human foot phalanx found in the spoil tip from excavation of layers 600, 602 and 604 (unstratified Context CH 600) within the small trench in Area B. South Uist Human Remains Project Sample 2.Researcher: Parker Pearson 2002Sponsor: Historic ScotlandDate completed: NullDelta-13C: -19.3Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 11.8C-N ratio: 3"
60265,3205,50,1610 to 1320 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-48585,"Bone, human",,Uncal: 3205±50; Cal: 1610 to 1320 cal BC,"Reference: Parker Pearson 2002Species: homo sapiensSample desc.: Human femur from a group of disarticulated bones forming most of a single skeleton found in 1992 on the surface (Context CH 001) of a sand quarry, immediately south-east of the LBA midden within Area C. South Uist Human Remains Project Sample 3.Researcher: Parker Pearson 2002Sponsor: Historic ScotlandDate completed: NullDelta-13C: -19.5Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 9.7C-N ratio: 3.4"
60265,2905,50,1260 to 920 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-48596,"Bone, human",,Uncal: 2905±50; Cal: 1260 to 920 cal BC,"Reference: Parker Pearson 2002Species: homo sapiensSample desc.: Human femur from a fully articulated infant skeleton (2188) found in the fill (2166) of a pit (2167) which was cut into the top of the fill (2164) of a posthole (2165) within the second phase of House 1370 (the 108429rthern roundhouse in Area A). The burial pit is sealed by fill layer 2103.  It is interpreted as either a closing deposit for the house's second phase or as a foundation deposit for its third phase. South Uist Human Remains Project Sample 15 PROBLEM: As of 2009, the calibration is uncertain because the marine effect varies (Ascough  PhD)Researcher: Parker Pearson 2002Sponsor: Historic ScotlandDate completed: NullDelta-13C: -18.9Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 12.2C-N ratio: 2.9"
60265,3305,55,1740 to 1440 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-48597,"Bone, human",,Uncal: 3305±55; Cal: 1740 to 1440 cal BC,"Reference: Parker Pearson 2002Species: homo sapiensSample desc.: Tibia from a fully articulated male skeleton (2638) buried in the fill (2598) of a pit (2597) into sterile sand and sealed by a first floor layer (2211) of House 1370 (108429rthern roundhouse in Area A).  It is interpreted as a foundation deposit for the row of roundhouses, contemporary with burials 2611, 2727 and 2792. South Uist Human Remains Project Sample 16Researcher: Parker Pearson 2002Sponsor: Historic ScotlandDate completed: NullDelta-13C: -19.9Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 9.9C-N ratio: 3.1"
60265,3105,50,1500 to 1210 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-48598,"Bone, human",,Uncal: 3105±50; Cal: 1500 to 1210 cal BC,Reference: Parker Pearson 2002Species: homo sapiensSample desc.: This human mandible was substituted for that of the old man (2638) buried in a pit 2597 under roundhouse 1370. The pit was cut into sterile sand and sealed by the first floor layer (2211) of the roundhouse. South Uist Human Remains Project Sample 17Researcher: Parker Pearson 2002Sponsor: Historic ScotlandDate completed: NullDelta-13C: -19.9Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 10.8C-N ratio: 3.3
60265,3025,55,1420 to 1110 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-48599,"Bone, human",,Uncal: 3025±55; Cal: 1420 to 1110 cal BC,"Reference: Parker Pearson 2002Species: homo sapiensSample desc.: Femur from a fully articulated adult female skeleton (2611) buried in the fill (2613) of a pit (2612) into sterile sand and sealed by the first floor layer (2211) of House 1370 (the 108429rthern roundhouse in Area A).  It is interpreted as a foundation deposit for the row of roundhouses, contemporary with burials 2638, 2727 and 2792. South Uist Human Remains Project Sample 18Researcher: Parker Pearson 2002Sponsor: Historic ScotlandDate completed: NullDelta-13C: -19.5Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 11.4C-N ratio: 2.8"
60265,3070,50,1440 to 1130 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-48600,"Bone, human",,Uncal: 3070±50; Cal: 1440 to 1130 cal BC,"Reference: Parker Pearson 2002Species: homo sapiensSample desc.: Human femur from a partially articulated child skeleton (2792) buried in the fill (2738) of a pit (2737) into sterile sand and sealed by a layer (2555) below the floor (1150) of House 801(the southern roundhouse in Area A).  It is interpreted as a foundation deposit for the row of roundhouses, contemporary with burials 2638, 2611 and 2727. South Uist Human Remains Project Sample 20 PROBLEM: As of 2009, the calibration is uncertain because the marine effect varies (Ascough  PhD)Researcher: Parker Pearson 2002Sponsor: Historic ScotlandDate completed: NullDelta-13C: -18.8Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 8.6"
60265,3040,50,1420 to 1120 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-48601,"Bone, human",,Uncal: 3040±50; Cal: 1420 to 1120 cal BC,Reference: Parker Pearson 2002Species: homo sapiensSample desc.: Distal end of human adult femur forming part of an articulating partial leg (4752) found in the primary fill (2748) of a double pit (2551) outside the 108429rth roundhouse and sealed beneath its forecourt layer (2309). South Uist Human Remains Project Sample 21Researcher: Parker Pearson 2002Sponsor: Historic ScotlandDate completed: NullDelta-13C: -19.5Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 11.4
60265,2865,55,1260 to 890 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-48602,"Bone, human",,Uncal: 2865±55; Cal: 1260 to 890 cal BC,Reference: Parker Pearson 2002Species: homo sapiensSample desc.: Human scapula fragment from the fill (2106) of the stone cist (2105) situated under the doorway and wall of house 401 (the central roundhouse). The fill (2106) from which the fragment came lay over a lower sand layer (2283) within the cist and was sealed beneath the top slabs of the cist. South Uist Human Remains Project Sample 23Researcher: Parker Pearson 2002Sponsor: Historic ScotlandDate completed: NullDelta-13C: -19.1Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 5.9
60265,3170,50,1530 to 1310 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-48603,"Tooth, human",,Uncal: 3170±50; Cal: 1530 to 1310 cal BC,Reference: Parker Pearson 2002Species: homo sapiensSample desc.: Human permanent molar (3473) from the fill (1320) of a robber pit (1319)  cut into the of House 801(south  roundhouse). The pit is sealed by a deep fill layer (412) and cuts the floor (1150) and abandonment fills (429) of House 801.  The tooth is 108429t shed but most likely comes from a decayed mandible which may have been disturbed during the robbing. South Uist Human Remains Project Sample 24Researcher: Parker Pearson 2002Sponsor: Historic ScotlandDate completed: NullDelta-13C: -19.4Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 10.5
60265,2390,60,770 to 380 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-48604,"Bone, human",,Uncal: 2390±60; Cal: 770 to 380 cal BC,"Reference: Parker Pearson 2002Species: homo sapiensSample desc.: Human neonate bone from layer 465, a floor layer within House 401 (the central roundhouse) in Area A (the main trench excavated in 1996-2001). This layer of peat dust and sand contains debris deriving from activities that took place on its surface. South Uist Human Remains Project Sample 26 PROBLEM: As of 2009, the calibration is uncertain because the marine effect varies (Ascough  PhD). There is a108429ther possible problem; the 13C/12C ratio may vary in neonates.Researcher: Parker Pearson 2002Sponsor: Historic ScotlandDate completed: NullDelta-13C: -16.1Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 9.3"
60265,3105,50,1500 to 1210 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-48606,"Bone, human",,Uncal: 3105±50; Cal: 1500 to 1210 cal BC,"Reference: Parker Pearson 2002Species: homo sapiensSample desc.: Human skull bone from a fully articulated male skeleton (2638) buried in the fill (2598) of a pit (2597) into sterile sand and sealed by a first floor layer (2211) of House 1370 (108429rthern roundhouse in Area A).  It is interpreted as a foundation deposit for the row of roundhouses, contemporary with burials 2611, 2727 and 2792. The corpse of this man was kept a long time prior to deposition and another man's mandible was substituted for his own. South Uist Human Remains Project Sample 33Researcher: Parker Pearson 2002Sponsor: Historic ScotlandDate completed: NullDelta-13C: -20Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 10.8C-N ratio: 3.36"
