GID_ref,HER_reference_ID,HER_reference_type,Reference_type,Authors,Year,Main_title,Editors,Edited_volume_title,Journal_title,Journal_volume,Monograph_series_details,Start_page,End_page,Publisher,Place_of_publication,Report_no,OASIS_no,DOI,URL,Date_accessed
50143,SKE17348,Unpublished document,Report,Wessex Archaeology,1995,The Sandwich Bay Wastewater Treatment Scheme Archaeological Project 1992-1994,,,,,,,,,,,,,,
50144,SKE17384,Unpublished document,Report,Wessex Archaeology,2010,"Margetts Pit, Margetts Lane, Burham, Kent: Post-excavation Assessment Report",,,,,,,,,,,,,,
50145,SKE12189,Unpublished document,Report,"Priestley-Bell, G.",2002,"Summary Report and Post-Excavation Assessment on a Watching Brief at the former Hawkinge Aerodrome, Kent ('Page Road Development')",,,,,,,,Archaeology South-East,Ditchling,Project No. 1210,,,,
50146,SKE17604,Unpublished document,Report,Archaeology South-East,2009,"An Archaeological Evaluation the proposed Children s Centre, Leysdown Road, Warden Bay, Isle of Sheppey, Kent",,,,,,,,,,,,,,
50147,SKE17605,Unpublished document,Report,"Margetts, A.",2012,"Post-excavation Assessment and Updated Project Design Report: Land at Leysdown Road, Warden Bay in Leysdown, Isle of Sheppey",,,,,,,,,,ASE Report No: 2012176,,,http://www.ucl.ac.uk/archaeologyse/resources/report-library/pdf-library-table-kent,13/07/2017
50148,SKE17619,Unpublished document,Report,Trust for Thanet Archaeology,2003,"Former Bon Secours Nursing Home, 34 London Road, Ramsgate, Kent: Archaeological Assessment Report",,,,,,,,,,,,,,
50149,SKE17624,Unpublished document,Report,Canterbury Archaeological Trust,2003,"Shelford Farm Estate, Broadoak, Canterbury, Kent: Archaeological excavation of the site of Extraction Area 13 - Stratigraphic and Assessment Report",,,,,,,,,,,,,,
50150,SKE17650,Unpublished document,Report,"Gollop, A.",2004,"DRAFT Interim report on the results of an Archaeological strip and map evaluation on land at Tothill Street, Minster, Kent: Field Report",,,,,,,,Canterbury Archaeological Trust,Canterbury,2004/28,,,,
50151,SKE13692,Unpublished document,Report,Wessex Archaeology,2005,"Cliffs End Farm, Ramsgate, Kent: Archaeological Assessment Report",,,,,,,,,,,,,,
50152,SKE24068,Bibliographic reference,Book Section,"Jacqueline I. McKinley, Schuster, J. and Millard, A.",2013,Dead-sea connections: A Bronze Age and Iron Age ritual site on the Isle of Thanet,"Koch, J.T; Cunliffe, B.W.",Celtic from the West 2: Rethinking the Bronze Age and the arrival of Indo-European in Atlantic Europe,,,,151,177,Oxbow,Oxford,,,,,
50153,SKE30562,Bibliographic reference,Book,"McKinley, J.",2014,"Cliffs End Farm, Isle of Thanet, Kent: A Mortuary and Ritual Site of the Bronze Age, Iron Age and Anglo-Saxon Period with Evidence for Long-distance Maritime Mobility",,,,,Wessex Archaeology Report 31,,,Wessex Archaeology,Salisbury,,,,,
50154,SKE25119,Article in serial,Journal Article,"Weekes, J.",2012,Canterbury Archaeological Trust Interim Reports,,,,,,,,,,,,,,
50155,SKE25188,Unpublished document,Report,"Dawkes, G.",2010,"Archaeological Investigations at A2 Activity Park, Gravesend, Kent. Post-Excavation Assessment and Project Design for Publication",,,,,,,,Archaeology South-East,London,,,,http://www.ucl.ac.uk/archaeologyse/resources/report-library/pdf-library-table-kent,28/09/2017
50156,SKE16484,Unpublished document,Report,Oxford Archaeological Unit,2003,Beechbrook Wood: Post Excavation Assessment Report,,,,,,,,,,,,,,
50157,SKE25196,Unpublished document,Report,Oxford Wessex Archaeology Joint Venture,2006,"The Prehistoric and Roman landscape at Beechbrook Wood, Westwell, Kent",,,,,,,,,,,,,,
50158,SKE12980,Unpublished document,Report,Wessex Archaeology,2006,"Excavations at the Former East Hill House, Sterndale Road, Dartford, Kent.",,,,,,,,,,,,,,
50159,SKE13017,Unpublished document,Report,Wessex Archaeology,2005,Margate to Weatherlees Hill Wastewater Treatment Works Twin Pipeline: Interim Statement,,,,,,,,,,,,,,
50160,SKE13556,Unpublished document,Report,Oxford Archaeology,2008,"A2 Pepperhill to Cobham widening scheme, Further Archaeological works reoprt: offline route from chainage 5400 - 6080 (Areas B and C)",,,,,,,,,,,,,,
50161,SKE17942,Unpublished document,Report,Oxford Archaeology,2009,A2 Pepperhill to Cobham Widening Scheme: Archaeological Post-excavation Assessment Report and Update Project Design: Volumes 1-3,,,,,,,,,,,,,,
50162,SKE13636,Unpublished document,Report,Oxford Archaeological Unit,2008,A2 Pepperhill to Cobham Widening Scheme - Further Archaeological Works Report: Offline Route Chainage 6080 to 6400 (D),,,,,,,,,,,,,,
50163,SKE30563,Unpublished document,Report,Wessex Archaeology,2004,"Cliffs End Farm, Ramsgate, Kent: archaeological evaluation report",,,,,,,,,,,,,,
50164,SKE15695,Unpublished document,Report,Oxford Archaeological Unit,2007,Archaeological excavation along the route of the Eynsford to Horton Kirby water main,,,,,,,,,,,,,,
50165,SKE16688,Unpublished document,Report,Oxford Archaeology,2008,Excavations along the route of the Eynsford to Horton Kirby pipeline: prehistoric to medieval activity,,,,,,,,,,,,,,
50166,SKE15705,Unpublished document,Report,"Priestley-Bell, G.",2000,"The Excavation of a Multi-Period Site at Canterbury Road, Hawkinge, Kent, 2000",,,,,,,,Archaeology South-East,Ditchling,Project No. 1091,,,,
50167,SKE15725,Unpublished document,Report,Canterbury Archaeological Trust,2005,"Archaeological excavation on land at Downlands, Walmer, near Deal, Kent: Interim Report",,,,,,,,,,,,,,
50168,SKE15760,Monograph,Book,"Kinnes, Ian; Cameron, Fiona; Trow, Steven and Thompson, David",1998,"British Museum, Occasional Paper, Number 69: Excavations At Cliffe, Kent",,,,,,,,,,,,,,
50169,SKE24763,Unpublished document,Report,Kent Archaeological Field School,2013,Excavation of Bronze Age barrows at Hollingbourne in Kent by the Kent Archaeological Field School from 21st to 28th July 2013,,,,,,,,,,,,,,
50170,SKE15989,Unpublished document,Report,Archaeology South-East,2003,"Brisley Farm, Ashford, Kent: A Post Excavation Assessment Report On The Archaeological Excavations 1998-2002 With Proposals For Publication",,,,,,,,,,,,,,
50171,SKE7725,Unpublished document,Report,Archaeology South-East,1999,"Brisley Farm, Chilmington Green, Ashford, Kent (TQ 9930 4015) Phases I and II. Interim Summary Statement",,,,,,,,,,,,,,
50172,SKE16613,Unpublished document,Report,Wessex Archaeology,2002,Saltwood Tunnel Post Excavation Assessment Report,,,,,,,,,,,,,,
50173,SKE16617,Unpublished document,Report,"Riddler, I.; Trevarthen, M.",2006,"The Prehistoric, Roman and Anglo-Saxon Funerary Landscape at Saltwood Tunnel, Kent",,,,,CTRL Integrated Site Report Series,,,Oxford Wessex Archaeology Joint Venture ,Oxford,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/sltisr/downloads.cfm?CFID=ea74d071-a9a4-494e-bf24-3287fbb7325a&CFTOKEN=0,21/07/2017
50174,SKE6873,Unpublished document,Report,Canterbury Archaeological Trust,1999,"North of Saltwood Tunnel, Kent. Detailed Archaeological Works Interim Report",,,,,,,,,,,,,,
50175,SKE6883,Unpublished document,Report,Canterbury Archaeological Trust,1999,North of Saltwood Tunnel Kent,,,,,,,,,,,,,,
50176,SKE16606,Unpublished document,Report,Wessex Archaeology,2004,Channel Tunnel Rail Link: Archaeological Works at Stone Farm Bridleway - Interim Fieldwork Report,,,,,,,,,,,,,,
50177,SKE17206,Unpublished document,Report,"Perkins, D.",1999,"An Archaeological Evaluation at the St. Stephens College Site, North Foreland, Broadstairs",,,,,,,,,,,,,,
50178,SKE18223,Unpublished document,Report,Trust for Thanet Archaeology,2001,"St. Stephen's College, North Foreland, Broadstairs: A Research Design",,,,,,,,,,,,,,
50179,SKE18225,Unpublished document,Report,Trust for Thanet Archaeology,2004,"Foreland Heights, North Foreland, Broadstairs, Kent: Archaeological Assessment Report",,,,,,,,,,,,,,
50180,SKE12808,Unpublished document,Report,Canterbury Archaeological Trust,2005,"Ellington School, Pysons Road, Ramsgate, Kent: Archaeological Evaluation",,,,,,,,,,,,,,
50181,SKE17711,Unpublished document,Report,"Boast, E.; Britchfield, D.; Macpherson-Grant, N.; Morley, G.; Wilkinson, P.",2011,"Archaeological Excavations at Neats Court, Queenborough, Isle of Sheppey, Kent 2008-2009 Revised March 2010",,,,,,,,Swale and Thames Archaeological Survey Company,Faversham,SW/06/1468 & SW/07/01,,,,
50182,SKE17913,Unpublished document,Report,Swale and Thames Archaeological Survey Company,2009,"Archaeological Interim Assessment Report Phase I and Phase II Neatscourt, Sheppey, Kent",,,,,,,,Swale and Thames Archaeological Survey Company,Faversham,,,https://doi.org/10.5284/1027413,,22/07/2017
50183,SKE17756,Unpublished document,Report,"Allen, T.",2008,"An archaeological evaluation conducted for along the route of the Ashford Road to Canterbury Road water main, near Faversham in Kent",,,,,,,,Kent Archaeological Reports,Whitstable,,,,,
50184,SKE17771,Unpublished document,Report,Oxford Archaeology,2008,"A2 Pepperhill to Cobham Widening Scheme. Further Archaeological Works Report: Pond B, new access and offline route from Downs Road to chainage 5200 (Site L)",,,,,,,,,,,,,,
50185,SKE12767,Unpublished document,Report,Museum of London Archaeology Service,1998,Project Area 330 Northumberland Bottom ARC WNB 98 Archaeological Excavation Interim Report,,,,,,,,,,,,,,
50186,SKE17842,Unpublished document,Report,"Askew, P.",2006,"The Prehistoric, Roman and Medieval Landscape at Northumberland Bottom, Southfleet, Kent",,,,,,,,Oxford Wessex Archaeology Joint Venture,Oxford,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/wnbisr/index.cfm?CFID=ea74d071-a9a4-494e-bf24-3287fbb7325a&CFTOKEN=0,22/07/2017
50187,SWX12866,Unpublished document,Report,Museum of London Archaeology Service,2001,Area 330 (Zone 3) Northumberland Bottom (ARC WNB 98) Archaeological Post Excavation Report,,,,,,,,,,,,,,
50188,SKE17853,Unpublished document,Report,"Thorne, A.",2009,"Archaeological Investigations at 75 The Street, Hawkinge, Kent: Post Excavation Assessment and Project Design for Publication",,,,,,,,Archaeology South-East,Ditchling,"Project Nos. 2315, 2420",,,,
50189,SKE17867,Unpublished document,Report,Archaeology South-East,2006,"An Archaeological Evaluation on land at 75 The Street, Hawkinge",,,,,,,,,,,,,,
50190,SKE17943,Unpublished document,Report,Wessex Archaeology,2008,"Archaeological Investigations at Springhead Quarter (Phase II), Northfleet, Kent: Archaeological Assessment Report and Updated Project design",,,,,,,,,,,,,,
50191,SKE17952,Unpublished document,Report,Wessex Archaeology,2008,"Springhead Quarter: Phase 2 & Phase 3 Trial Trench Evaluation, Ebssfleet, Kent: Archaeological Evaluation Report",,,,,,,,,,,,,,
50192,SKE18142,Unpublished document,Report,Wessex Archaeology,2012,"North Kent Community Church, Springhead, Ebbsfleet, Kent: Archaeological Assessment Report",,,,,,,,,,,,,,
50193,SKE18205,Unpublished document,Report,,2002,"Post-Excavation Assessment of Archaeological Investigations at Highstead Farm Quarry (Extraction Area 4, Phases 1 and 2), Chislet, Canterbury, Kent",,,,,,,,,,,,,,
50194,SKE18206,Unpublished document,Report,Archaeology South-East,2011,"Archaeological Investigations at the former Allotments Site, Manston Road, Ramsgate, Kent",,,,,,,,,,,,,,
50195,SKE18228,Unpublished document,Report,"Bichenough, A.",2010,"Land Fronting Tothill Street, Mount Pleasant, Minster in Thanet, County of Kent: Evaluation Report",,,,,,,,Museum of London Archaeology,London,KT-TSM10,,https://doi.org/10.5284/1027422,,23/07/2017
50196,SKE12544,Unpublished document,Report,Archaeology South-East,2005,"An Archaeological Evaluation of Land at Queen Elizabeth, the Queen Mother Hospital, St Peter's Road, Margate, Kent",,,,,,,,,,,,,,
50197,SKE13023,Unpublished document,Report,Trust for Thanet Archaeology,2005,"Queen Elizabeth the Queen Mother Hospital, St Peter's Road, Maraget, Kent: Archaeological Assessment Report",,,,,,,,,,,,,,
50198,SKE18294,Unpublished document,Report,Trust for Thanet Archaeology,2006,"Queen Elizabeth the Queen Mother Hospital, St Peter's Road, Margate, Kent: Archaeological Report",,,,,,,,,,,,,,
50199,SKE24007,Unpublished document,Report,Trust for Thanet Archaeology,2005,"Queen Elizabeth the Queen Mother Hospital, St Peter's Road, Margate, Kent: Excavation Interim Report",,,,,,,,,,,,,,
50200,SKE18311,Unpublished document,Report,"Cichy, B.; Allen, T.",2013,"A Post-excavation Assessment Report for an Archaeological Investigation in Advance of and During the Excavations Between the Kemsing Water Treatment Works and the Oak Bank Reservoir, near Seal Chart, Kent",,,,,,,,Kent Archaeological Projects,Whitstable,KEMS-WB-10,,,https://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwic2Im2lJ_VAhUIDsAKHZchAZgQFggoMAA&url=http%3A%2F%2Fkaparch.co.uk%2Fprojects-pdf%2FKemsingToOakBanksAssessmentv2.pdf&usg=AFQjCNGWjf0WzQhdhQqDLu6YQ-CS4zx22g,23/07/2017
50201,SKE29279,Unpublished document,Report,Oxford Wessex Archaeology Joint Venture,2011,"East Kent Access (Phase II), Thanet, Kent: Post-Excavation Assessment Volume 1",,,,,,,,,,,,,,
50202,SKE29800,Monograph,Book,"Frere, S.; Bennett, P.; Rady, J.; Stow, S.",1987,"Canterbury Excavations: Intra- and Extra-mural Sites, 1949-55 and 1980-1984",,,,,Archaeology of Canterbury 8,,,Kent Archaeological Society,Maidstone,,,,,
50203,SKE30431,Unpublished document,Unpublished (Unspecified),"Jenkins, F.",,Miscellaneous Sites in Canterbury 1951-1954,,,,,,,,,,,,,,
50204,SKE29969,Monograph,Book,"Blockley, K.; Blockley, M.; Blockley, P.; Frere, S.; Stow, S.",1995,Excavations in the Marlowe Car Park and Surrounding Areas. Part 1: The Excavated Sites,,,,,Archaeology of Canterbury 5,,,Canterbury Archaeological Trust,Canterbury,,,,,
50205,SKE30006,Monograph,Book,"Andrews, G.",1985,"The Archaeology of Canterbury. An Assessment. Gazetteer of Excavations. Prehistoric, Belgic and Roman Excavations",,,,,,,,,,,,,,
50206,SKE30492,Article in serial,Journal Article,"Blockley, P.",1988,St John's Lane,,,Canterbury's Archaeology,11,,,,,,,,,http://www.canterburytrust.co.uk/publications/annual-reports/cantarch8687/,24/07/2017
50207,SKE29774,Digital archive,Unknown,"Rady, J.",,DB1,,,,,,,,,,,,,,
50208,SKE29237,Unpublished document,Report,"Parfitt, K.",1998,The Folkestone Transfer Pipeline,,,,,,,,Canterbury Archaeological Trust,Canterbury,,,,,
50209,SKE31080,Unpublished document,Report,Wessex Archaeology,2010,"Farningham To Hadlow, Kent 1200mm Natural Gas Pipeline. Post Excavation Assessment Report and Updated Project Desgin. Mitigation Area and Watching Brief",,,,,,,,,,,,,,
50210,SKE29447,Unpublished document,Report,"Rady, J.",2011,Excavations at Thanet Earth 2007-2008: Assessment Report Volume 1,,,,,,,,Canterbury Archaeological Trust,Canterbury,2010/78,,https://doi.org/10.5284/1027426,,15/08/2018
50211,SKE29450,Unpublished document,Report,Canterbury Archaeological Trust,2011,Excavations at Thanet Earth 2007_2008: Stratigraphic Report Volume 1 (DRAFT)Stratigraphic Report,,,,,,,,,,,,,,
50212,SKE29283,Unpublished document,Report,Oxford Archaeology,2011,"Pinden Quarry, Dartford, Kent: Post Excavation Assessment and Project Design",,,,,,,,,,,,,,
50213,SKE31292,Unpublished document,Report,"Thomas, G.; Knox, A.",2015,"Lyminge Excavations 2014: Interim Report on the University of Reading Excavations at Lyminge, Kent.",,,,,,,,Reading,University of Reading,,,,http://www.lymingearchaeology.org/publications/,09/08/2019
50214,SKE17616,Unpublished document,Report,Canterbury Archaeological Trust,2004,"Interim Report on Excavations at 'Eden Roc', Bay Hill, St Margaret's-at-Cliffe, 2004",,,,,,,,,,,,,,
50215,SKE18183,Unpublished document,Report,Canterbury Archaeological Trust,2004,"Assessment of Excavations at  Eden Roc , Bay Hill, St Margaret s at Cliffe, 2004",,,,,,,,,,,,,,
50216,SKE31312,Unpublished document,Report,Canterbury Archaeological Trust,2014,"Interim Report: Excavations at Bay Hill House, 2014",,,,,,,,,,,,,,
50217,SKE31583,Unpublished document,Report,Archaeology South-East,2015,"Post-excavation assessment and updated project design report, Charing Quarry, Hook Lane, Charing, Kent",,,,,,,,,,,,,,
50218,SKE12602,Unpublished document,Report,Archaeology South-East,2000,"Archaeological investigations at Kingsborough Farm, Eastchurch, Isle of Sheppey, Kent: Post-Excavation Assessment and Draft Proposals for Future Work",,,,,,,,,,,,,,
50219,SWX9337,Unpublished document,Report,Upchurch Archaeological Research Group,1999,"Medway Estuary, site locations and summary.",,,,,,,,,,,,,,
50220,SKE12614,Unpublished document,Report,Oxford Archaeological Unit,1998,"Northfleet East - Pepper Hill Cable Diversion Works Pepper Hill, Kent Roman Cemetery First Interim Report",,,,,,,,,,,,,,
50221,SKE17706,Unpublished document,Report,Oxford Wessex Archaeology Joint Venture,2006,"The Roman cemetery at Pepper Hill, Southfleet, Kent",,,,,,,,,,,,,,
50222,SWX12830,Unpublished document,Report,Oxford Archaeological Unit,1999,"Waterloo Connection, Northfleet, Kent ARC NBR 98 Detailed Archaeological Works Interim Report Final",,,,,,,,,,,,,,
50223,SWX12886,Unpublished document,Report,Oxford Archaeological Unit,Jun-01,Waterloo Connection Post Excavation Assessment Report Volume 1 - Text,,,,,,,,,,,,,,
50224,SWX12887,Unpublished document,Report,Oxford Archaeological Unit,Jun-01,Waterloo Connection Post Excavation Assessment Report Volume 2 - Data Tables,,,,,,,,,,,,,,
40000,SHU6567,Article in serial,Journal Article,"Mackey, R.",2006,"A Tale in Three Parts Concerning a Barrow, a Long-House, and a Henge",,,Current Archaeology,202,,526,531,,,,,,,
40001,SHU7068,Article in serial,Journal Article,J.L.BUCKBERRY AND D.M.HADLEY,2007,"AN ANGLO-SAXON EXECUTION CEMETERY AT WALKINGTON WOLD, YORKSHIRE IN 2007",,,,,,,,,,,,,,
40002,SHU9351,Article in serial,Journal Article,YORKSHIRE HISTORY QUARTERLY,1998,MONUMENTS IN THE LANDSCAPE THE BRONZE AGE ROUND BARROWS OF THE YORKSHIRE WOLDS,,,,,,,,,,,,,,
