GID,GID_gg,HER_finds_ID,Object_category,HER_object_montype,HER_object_findtype,Object_type_code,Object_type,Object_type_specific,Object_description,Metalwork_phase,Object_completeness,Object_condition,Object_orientation,Object_body_relationship,Object_placement_broad,Object_placement_specific,Decorated_object,Old_object,Materials_summary,Related_GID_hr,Current_museum_location,Museum_accession_number,PAS_ID,PAS_URL,Related_Event_ID
20246,20053,,Pot,CINERARY URN,,142,Pot,Collared Urn,"Collared Urn Primary series Form I/IILongworth 1984: 184, pl. 42e No 398Undecorated and 27cm tall and 21.5cm mouth diameter In Birmingham Museum ",N/a,Complete,Unknown,Upright,Direct,Container of body,Contained a large amount o cremated bone ,,,Pottery,20051,Unknown,19/29,,,1218
20251,20054,FDO4098,Pot,,CINERARY URN,142,Pot,Collared Urn,"A Bronze Age fragmented pottery urn (Collared Urn)  and a cremation, which was found by a member of the construction staff building a new Sainsbury's store at Christchurch, in the summer of 1989. He reported that it was revealed by removal of topsoil - about 300mm thick - which removed the base of the urn, since it was inverted. It has a rim diameter of 260mm and is presently in the possession of Poole Museum Services.",N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,Pottery,20054,Poole Museum,,,,1525
20252,20056,,Pot,CINERARY URN,,247,Pot,Deverel-Rimbury (Barrel Urn),"Bournemouth Airport (Piggott 1941): The [MBA] Urn. This is a fairly large example, well made, with unusually thin walls. The rim is flat and a row of finger-tip impressions decorate the shoulder. No other feature is worthy of note.",N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72836,Unknown,,,,294
20257,20057,,Pot,CINERARY URN,,161,Pot,Post-Deverel-Rimbury (PDR) (Unknown/Unspecified),The upper part of the vessel had been ploughed away.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72839,Unknown,,,,297
20279,20059,,Pot,CINERARY URN,,172,Pot (Unknown/Unspecified),,,N/a,Unknown,Unknown,Unknown,Direct,Container of body,,,,Pottery,73243,Unknown,,,,316
20292,20062,,Pot,CINERARY URN,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Middle Bronze Age pottery (fragments only),N/a,Unknown,Unknown,Unknown,Direct,Container of body,,,,Pottery,72221,Unknown,,,,
20295,20063,,Pot,FINDSPOT,,149,Pot,Deverel-Rimbury (Bucket Urn),"This bucket-shaped urn (Fig. 4) has been well fired, showing reddish-brown surfaces with a black core, which is almost gritless except for a few quartz grains. The upper two fifths is decorated with about sixteen bands of vertical chevron, carefully executed in single-cord technique. Immediately below, a pair of wide imperforate dimple-ended handles are joined by a single line in the same technique, whilst two similar lines havebeen impressed on the upper surface of the handles. Though bucket-shaped, this urn does not belong to the ordinary Deverel-Rimbury tradition of Dorset, but shows pronounced Cornish features (Field and Calkin 1974) (probably MBA).",N/a,Unknown,Unknown,Upright,Direct,Container of body,,Y,,Pottery,72811,Dorset County Museum,,,,1144
20296,20064,,Pot,FINDSPOT,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),"<Homelands, Christchurch>: Urned cremation burial",N/a,Unknown,Unknown,Unknown,Direct,Container of body,,,,Pottery,74138,Unknown,,,,1426
30006,30006,36,Pot,,Pygmy Cup,157,Pot,Miniature/Pygmy Vessel,"Bryn Crug (Stanley and Way 1868, 259): Pygmy cup inside the Collared Urn ",N/a,Complete,Unknown,Upright,Direct,Mixed with body parts,Under Collared Urn with cremation ,,,Pottery,72392,Grovesnor Museum Chester,,,,1080
30007,30007,2879,Pin/point/brooch_p,,Pin,134,Pin (Unknown/Unspecified),,In pot with cremated remains. Small slightly broken (at tip) pin with tapering end - 4.6 cm long,N/a,Almost complete,Damaged,Unknown,Direct,Mixed with body parts,in pot,,,Bronze/Cu Alloy [Bronze],72351,Grovesnor Museum Chester,,,,1069
30019,30019,1313,Pot,,Urn,152,Pot,Food Vessel,Listed as mid Bronze Age food vessel; its is an undecorated example. Fragmentary Food Vessel- undecorated and 20cm tall & 16cm diameter; originally contained burial ,N/a,Fragment(s),Unknown,Unknown,Direct,Container of body,Originally contained the cremated remains but was crushed ,,,Pottery,71524,National Museum of Wales,35-351,,,759
30031,30031,3099,Pot,,Cup,171,Pot ,Accessory Cup,Pygmy cup upright and set inside the Inverted Collared Urn. Full of ashes and burnt bones. This vessel is highly ornamented with herring bone impressed decoration. It has a S-shaped carinated profile (almost like a Beaker) and is 8cm tall. Contained cremated remains of very young infant/ neonate ,N/a,Complete,Unknown,Upright,Direct,Container of body,Placed inside Collared Urn but also containing cremated bone ,,,Pottery,72369,National Museum of Wales,19.298A/2,,,1074
30032,30032,3101,Pot,,Urn,152,Pot,Food Vessel,According to Savory (1949: 101) this is a roughly made enlarged Food Vessel. It is decorated with stab and drag and cord impressions on the upper part of the vessel as far as the shoulder. 6 rows of cord impressed horizontal lines (casually/ sloppily made) and below this stab and drag punch/ dots ,N/a,Complete,Unknown,Inverted,Direct,Container of body,,,,Pottery,72370,National Museum of Wales,,,,
30033,30033,3116,Pot,,Urn,142,Pot,Collared Urn,"Overhanging rim cinerary urn, coarse red buff ware. Collared Urn containing the cremated remains ",N/a,Unknown,Unknown,Unknown,Direct,Container of body,,,,Pottery,72371,National Museum of Wales,21.24/40,,,1529
30036,30036,3305,Weaponry,,Pommel,84,Dagger (Unknown/Unspecified),,Dagger pommel (no blade). Bone dagger pommel lacking the dagger blade! Accompanies Collared Urn cremation. Note that this bone pommel was partly burnt and is likely a pyre not a grave good ,N/a,Almost complete,Burnt,Unknown,Direct,Alongside body,Next to urned cremation. Where is the rest  of this dagger? ,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],72390,National Museum of Wales,,,,1077
30039,30039,4356,Weaponry,,Knife,84,Dagger (Unknown/Unspecified),,"<Baynes 1909, Ty'n-y-pwll, Burial 7>:<NMW description>: EBA cu-alloy dagger of ogival type, with double channel along the cutting edge outlining decoration of parallel, longitudinal intermittent lines made with a tracer. There are three rivet holes, two of which still contain rivets. One of the rivet holes is torn. The dagger also features the imprint of a wooden or bone handle with concave base in which a central semi-circular notch is still visible.Thrust into the cremated bone within the food vessel",N/a,Complete,Burnt,Unknown,Direct,Mixed with body parts,In collared urn,Y,,"Bronze/Cu Alloy [Copper Alloy], Organic  (Uncertain/Unspecified)",73384,National Museum of Wales,42.395.4/1,,,
30039,30040,4356,Tool,,Chisel,68,Chisel,,"<Baynes 1909, Ty'n-y-pwll, Burial 7>:<NMW description>: Long, narrow chisel with widely-splayed blade.Thrust into the cremated bone within the food vessel",N/a,Unknown,Unknown,Unknown,Direct,Mixed with body parts,In collared urn,,,Bronze/Cu Alloy [Bronze],73384,National Museum of Wales,42.395.4/2,,,
30041,30041,4752,Pot,,Urn,142,Pot,Collared Urn,"Found reference to the fact that this is an overhanging rim urn containing a cremation (from Longworth's Welsh gazetter). Decoration on rim, neck & collar, c. 20cm tall ",N/a,Almost complete,Unknown,Upright,Direct,Head,placed in front of face ,,,Pottery,71417,National Museum of Wales,34.474/2,,,1088
30043,30043,4806,Pot,,Urn,142,Pot,Collared Urn,"Bowen and Gresham, 1967, 69, 'near Tywyn':There is no image of this urn in the NMW but it is almost certainly the following vessel:https://museum.wales/collections/online/object/83be7420-3106-3010-adaf-4093d8f980cf/Early-Bronze-Age-pottery-collared-urn/?field0=string&value0=collared%20urn%20tywyn&index=4Accession no.: 21.45It is described as follows: Good ware with dark brown surface, tripartite form with deep collar and simple rim, undecorated.Longworth (1984) Secondary series, Form 1A.",N/a,Unknown,Unknown,Unknown,Direct,Container of body,,N,,Pottery,74083,National Museum of Wales,21.45,,,1411
30044,30044,4936,Pot,,Urn,142,Pot,Collared Urn,Collared Urn containing cremation ,N/a,Unknown,Unknown,Unknown,Direct,Container of body,,,,Pottery,72424,National Museum of Wales,21.24/16.1,,,1091
30045,30045,5576,Pot,,BEAKER,139,Pot,Beaker,"Merddyn Gwyn, Pentraeth Burial 1 (Hughes 1908, 214-7): Bell Beaker. Long-necked. Note that this Beaker was poorly made and the decoration is quite rough. The pot had become distorted before the clay had hardened properly giving it an irregular shape. The decoration was not elaborate but comprised a pattern of vertical lines of paired finger nail marks (espigas or corn ears). THe rim and waist have single horizontal line of deeper finger nail impressions. This type of decoration is often on early Beakers. 21cm tall and 15cm in diameter (similar to eg from Lambourn Downs)The Beaker's poor shape (distorted) may indicate it was made expediently but need to analyse the object more closely ",N/a,Almost complete,Damaged,Upright,Direct,Head,Placed behind head of burial ,,,Pottery,72433,National Museum of Wales,39.579/6,,,797
30047,30047,30,Pot,,Food Vessel,152,Pot,Food Vessel,"3486 rim & shoulder, 2886 rim & neck of food vessel",N/a,Almost complete,Unknown,Upright,Direct,Alongside body,Placed next to the pile of cremated remains ,,,Pottery,72358,Pitt Rivers Museum,"3486, 2886",,,1072
30050,30050,2243,Pot,,Beaker,139,Pot,Beaker,Found in cist with skeleton. AOC early Short-necked Beaker with incised chevron decoration around neck. Note that this Beaker style is quite unusual for Wales ,N/a,Complete,Fresh,Upright,Direct,Feet,Placed upright at the feet of the skeleton in the cist ,,,Pottery,71886,STORIEL (Bangor),,,,1528
30054,30054,3153,Pot,,Urn,142,Pot,Collared Urn,Large Collared Urn with herringbone decoration on overhanging rim and neck - zigzags. Rest undecorated. Placed on flat stone Collared Urn with line impressed decoration 210mm tall and 260mm base diameter. In Storiel. Inverted & container of body,N/a,Complete,Unknown,Inverted,Direct,Container of body,,,,Pottery,72373,STORIEL (Bangor),,,,1076
30069,30069,1772,Animal bone,,Bone,3,Animal Burial (Specified type),,Bones of a dog; partial dog skeleton,N/a,Almost complete,Unknown,Unknown,Direct,Mixed with body parts,In pot with the baby ,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],71859,,,,,762
30074,30074,1795,Pot,,Cremation,139,Pot,Beaker,No. of urn burials found early 19th c. No further details. Possibly a Beaker ,N/a,Unknown,Unknown,Unknown,Indirect,In chamber/cist,In cist ,,,Pottery,71529,,,,,1024
30075,30075,1795,Pot,,Urn,170,Pot,Urn (Unknown/Unspecified),No. of urn burials found early 19th c. No further details.Possibly an Early Bronze Age urn ,N/a,Unknown,Unknown,Unknown,Indirect,In chamber/cist,In cist ,,,Pottery,71531,,,,,1024
30076,30076,1797,Flint tool,,Charcoal,97,Flake,,Flint flake with inhumation ,N/a,Unknown,Unknown,Unknown,Unknown,Unknown,With inhumation ,,,Chert / Flint [Flint],71532,,,,,1452
30081,30081,2179,Pin/point/brooch_p,,Awl,134,Pin (Unknown/Unspecified),,"Bodkin or pin with perforation - 18cm long (not an awl but a needle or perforated pin). Bronze and one end pointed, the other flat",N/a,Complete,Unknown,Unknown,Direct,Mixed with body parts,In pot with the cremation ,,,Bronze/Cu Alloy [Bronze],71884,,,,,1026
30090,30090,2558,Pot,,Cup,156,Pot,Incense Cup,"The incense pots were very small even by their standards and only 6cm high and 5-6cm wide. Both had perforations - one two pairs and the other only a single pair. One is decorated with zigzag lines  and both are small cone-shaped. The second undecorated one has a jagged rim and part of the rim is actually broken, snapped off. Both lie on their sides on top of the layer of burnt bone and might have been held together by strong/ leather thong. There was mention of a leather bag and possibly the cremated bones were contained within this. The pots were placed at one of the cist on the cremated bone. Owen says that the pots were unbaked or had been baked in the sun rather than fired in a bonfire",N/a,Complete,Fresh,On side,Direct,On top of body,Both pots on sides placed mouth to mouth & possibly joined by a thong ,,,Pottery,71887,,,,,1027
30092,30092,2708,Other,,Flint,225,Assemblage,,Small worked flints with secondary workings. No further detail ,N/a,Unknown,Unknown,Unknown,Indirect,In chamber/cist,On bottom of cist mixed with charcoal ,,,Chert / Flint [Flint],71888,,,,,779
30096,30096,2765,Pot,,Urn,152,Pot,Food Vessel,"Incised herring bone pattern. Formely in F. G. Wynn collection, but now lost",N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,73859,,,,,1029
30097,30097,2765,Pot,,Urn,152,Pot,Food Vessel,Destroyed during excavation - Food Vessel,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,73858,,,,,1029
30100,30100,2803,Pot,,Urn,172,Pot (Unknown/Unspecified),,"<Llystyn Farm, Dolbenmaen>: an urn referred to as sepulchral. No further contextual details are available, the urns fell apart on removal and none were seemingly preserved.",N/a,Unknown,Unknown,Unknown,Direct,Container of body,,,,Pottery,72341,,,,,1068
30104,30104,3032,Pin/point/brooch_p,,Pin,134,Pin (Unknown/Unspecified),,Portions of broken bone pins also burnt. Polished and either antler or bone,N/a,Fragment(s),Burnt,Unknown,Direct,Mixed with body parts,Next to cremated remains (may have been cloth fastener) ,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],72364,,,,,
30107,30107,3050,Pot,,Urn,151,Pot,Encrusted Urn,"Penrhyn Mawr, Llanbadrig (N Anglesey): Urn, potentially similar in form to the encrusted urn from Plas Penrhyn, Llangenwein (S Anglesey).",N/a,Unknown,Unknown,Unknown,Direct,Container of body,,Y,,Pottery,74036,Unknown,,,,1398
30108,30108,3058,Pot,,Beaker,139,Pot,Beaker,Long necked Beaker - Western Beaker type C (channelled & herringbone). Impresed decoration (stab and drag). Placed in cist with inhumation ,N/a,Unknown,Unknown,Unknown,Direct,In chamber/cist,In cist next to inhumation ,,,Pottery,72366,Storiel (Bangor),,,,1073
30112,30112,3153,Pot,,Cup,171,Pot ,Accessory Cup,"Pigmy cup, undecorated. In the large Collared Urn with the cremation. – miniature vessel – mixed with Body parts in the urn ",N/a,Complete,Unknown,Upright,Direct,Mixed with body parts,In CU with cremation ,,,Stone (Uncertain/Unspecified),72354,Storiel (Bangor),,,,1076
