Site_ID,PGGP_event_ID,HER_event_ID,HER_event_type,Event_type,Event_name,Event_description,Event_summary,Event_start,Event_end
50178,104,EKE9835,"Strip, Map and Sample",Full Excavation (1950-),Strip and sample of areas B and C along the A2 Pepperhill to Cobham widening scheme.,Archaeological features spanning Late Bronze Age to Post Medieval period across area. Later Bronze age enclosure ditches and unaccompanied cremations. Early Iron Gae storage pits and 4 post structures appeared in clusters which included placed deposits.,,2007-01-01T00:00:00,2007-04-01T00:00:00
50179,105,EKE9894,Excavation,Full Excavation (1950-),"Excavation of cremation cemetary and bloomery furnace at Jubilee Corner, Ulcombe","Excavation of a Late Iron Age cremation cemetary. Six cremation urns (and human remains) and an Iron Bloomery furnace were found near Jubilee Corner, Ulcombe.",,01/01/1997,31/12/1997
50180,106,EKE9903,Excavation,Full Excavation (1950-),A2 Pepperhill to Cobham Widening Scheme. Further Archaeological Works Report: Offline Route Chainage 6080 - 6400 (Site D),"Excavation undertaken in advance of the improvement to the A2 between Pepperhill and Cobham. Excavations were carried out at Site D and led to the discovery of a small rectangular Roman cemetery enclosure, including two Early Roman high status cremation burials and several lower status cremation burials and later inhumations. Excavations also revealed an Early Bronze Age Beaker pit, and some Iron age pits. Several large dene holes of late Medieval or post-Medieval date, and incendiary devices from a World War II bombing raid were also found within the area.",,2006-12-01T00:00:00,2007-05-30T00:00:00
50181,107,EKE13915,,Partial Investigation,"Archaeological evaluation at Cliffs End Farm, Thanet, 2004","15 trenches were excavated in May 2004. At least 5 ditches and 1 pit were identified together with late bronze age/early iron age pottery, early medieval pottery, medieval pottery and Second World War concrete slabs from anti-aircraft gun emplacements.",,2004-05-01T00:00:00,2004-05-31T00:00:00
50181,108,EKE9955,Excavation,Full Excavation (1950-),"Excavation at Cliffs End Farm, Ramsgate",Excavation following evaluation ahead of new housing. Evidence of Second World War activity on the site was also found but not included in the PXA.,,2004-07-05T00:00:00,2005-02-09T00:00:00
50185,109,EKE10116,Salvage Record,Partial Investigation,Excavation at Cliffe,Recording during gas pipe laying in 1978. Finds were disturbed and more detailed work led to the recovery of two intact Bronze Age vessels,,1978-05-01T00:00:00,1978-09-30T00:00:00
50188,110,EKE10325,Excavation,Full Excavation (1950-),"Post-Excavation report of Areas 3 and 4, Brisley Farm, Ashford","Excavation of Areas 3 and 4, Brisley Farm, between 4 June 2001 to 15 February 2002.[Archaeological evaluation and excavation of land at Brisley Farm, Ashford from 12 January to 3 February 1999 (Area1 25 May to 25 June 1999, Area2B 16 August to 2 September, Area2A 26 January to 25 March 2000, Area3 and Area4 4 June 2001 to 15 February 2002) prior to housing development.]",,2001-06-04T00:00:00,2002-02-15T00:00:00
50189,111,EKE10832,Excavation,Full Excavation (1950-),Excavation north of Saltwood Tunnel,"Excavation north of Saltwood Tunnel. 2 barrow ditches, a Roman trackway, and an Anglo-Saxon cemetry found.",,1999-04-01T00:00:00,2001-01-01T00:00:00
50189,112,EKE5083,Part Excavation,Partial Investigation,Excavation north of Saltwood Tunnel,Excavation north of Saltwood Tunnel of an Anglo-Saxon cemetery and settlement found during evaluation by Oxford Archaeological Unit in 1997 prior to CTRL works.,,1999-05-01T00:00:00,1999-08-31T00:00:00
50191,113,EKE10859,Excavation,Full Excavation (1950-),"Excavation at Stone Farm Bridleway, Saltwood","Excavation north of Saltwood Tunnel, Saltwood. Original report not present, but referred to in later analysis of all excavations at Saltwood Tunnel.",,1999-08-01T00:00:00,2000-08-31T00:00:00
50192,114,EKE11474,Evaluation,Partial Investigation,"Evaluation at the St. Stephen's College Site, North Foreland, Broadstairs","An evaluation by means of 11 trenches totalling 185m in length. Post holes, pits, a possible palisade trench and a grave were found.",,1999-02-16T00:00:00,1999-02-18T00:00:00
50192,115,EKE12687,,Full Excavation (1950-),"Excavation at St. Stephen's College site, North Foreland, Broadstairs",A joint excavation by Canterbury Archaeological Trust and the Trust for Thanet Archaeology following an evaluation and an initial strip and map phase. The final phase of excavation work was carried out by the Trust for Thanet Archaeology alone.,,1999-06-25T00:00:00,1999-11-30T00:00:00
50192,116,EKE12688,,Partial Investigation,"Evaluation of the southern part of the St. Stephen's College site, North Foreland, Broadstairs",Evaluation by means of seven trenches.,,2001-04-01T00:00:00,2001-04-30T00:00:00
50192,117,EKE12689,,Full Excavation (1950-),"Excavation at Foreland Heights, North Foreland, Broadstairs",Excavation of the southern part of the former St. Stephen's College site following evaluation.,,2003-05-01T00:00:00,2003-09-30T00:00:00
50193,118,EKE9087,Evaluation,Partial Investigation,"Evaluation at Ellington School, Pysons Road, Ramsgate","Thirty-one trenches were dug on the site of the proposed Ellington Girl's School.  Twenty were found to contain archaeological features.  These features included pits, post-holes ditches and a single cremation burial.  There seem to have been two areas of activity or settlement.  The majority of the features date to the Late Bronze Age-Early Iron Age although flint artefacts dating to the later Neolithic were also found.",,2005-02-08T00:00:00,2005-03-18T00:00:00
50194,119,EKE12103,Watching Brief,Partial Investigation,"Watching brief, Area B, Neats Court, Queenborough","Monitoring of topsoil stripping in Area B. This is referred to as a strip, map and sample exercise but the exact extent of this work or its findings are not clear. Area C was identified during this work and some investigation carried out. Deeper intrusions within Area B were also monitored with features being sampled [the plotted extent is for these].",,2009-03-09T00:00:00,2009-03-10T00:00:00
50194,120,EKE12104,Excavation,Full Excavation (1950-),"Excavation, Area C, Neats Court, Queenborough","Found during the watching brief [called a strip, map and sample excavation] of Area B, Area C was located over a Bronze Age mound. The extent of the area opened varies bewteen plans.",,2009-07-08T00:00:00,2009-09-12T00:00:00
50196,121,EKE12150,Evaluation,Partial Investigation,Evaluation on the Ashford Road to Canterbury Road water main,Evaluation by means of 36 trenches totalling 730m in length.,,2007-09-03T00:00:00,2007-09-14T00:00:00
50199,122,EWX9125,Excavation,Full Excavation (1950-),Excavation at Northumberland Bottom Gravesend,Excavation work along Area 330 of the Channel Tunnel Rail Link. A number of archaeological features were recovered.,,1998-07-01T00:00:00,1998-09-30T00:00:00
50200,123,EKE9058,Watching Brief,Partial Investigation,Package 330 Targeted Watching Brief,Targeted watching brief on areas of likely archaeology for works connected with the construction of the Channel Tunnel Rail Link (CTRL).  A range of archaeological features and sites were found dating between the Palaeolithic and post-medieval periods.,,1998-12-01T00:00:00,2000-05-31T00:00:00
50201,124,EWX9125,Excavation,Full Excavation (1950-),Excavation at Northumberland Bottom Gravesend,Excavation work along Area 330 of the Channel Tunnel Rail Link. A number of archaeological features were recovered.,,1998-07-01T00:00:00,1998-09-30T00:00:00
50202,125,EWX9125,Excavation,Full Excavation (1950-),Excavation at Northumberland Bottom Gravesend,Excavation work along Area 330 of the Channel Tunnel Rail Link. A number of archaeological features were recovered.,,1998-07-01T00:00:00,1998-09-30T00:00:00
50203,126,EKE12280,Evaluation,Partial Investigation,"Evaluation at 75 The Street, Hawkinge",Evaluation by means of four trenches.,,2006-01-01T00:00:00,2006-01-31T00:00:00
50203,127,EKE12281,Excavation,Full Excavation (1950-),"Excavation at 75 The Street, Hawkinge",Excavation following evaluation.,,2006-01-01T00:00:00,2006-12-31T00:00:00
50208,128,EKE12687,,Full Excavation (1950-),"Excavation at St. Stephen's College site, North Foreland, Broadstairs",A joint excavation by Canterbury Archaeological Trust and the Trust for Thanet Archaeology following an evaluation and an initial strip and map phase. The final phase of excavation work was carried out by the Trust for Thanet Archaeology alone.,,01/06/1999,30/11/1999
50209,129,EKE12692,,Partial Investigation,"Evaluation of land fronting Tothill Street, Mount Pleasant",Evaluation by means of 14 trenches.,,2010-03-15T00:00:00,2010-03-30T00:00:00
50213,130,EKE12791,,Full Excavation (1950-),"Excavation at Queen Elizabeth the Queen Mother Hospital, St Peter's Road, Margate",Excavation following evaulation.,,2005-05-23T00:00:00,2005-06-17T00:00:00
50213,131,EKE8845,Evaluation,Partial Investigation,"Evaluation of land at Queen Elizabeth, the Queen Mother Hospital, St Peter's Road, Margate",An evaluation revealed a probable early Bronze Age burial and a number of other possible prehistoric features.,,2005-03-14T00:00:00,2005-03-18T00:00:00
50214,132,EKE12806,,Partial Investigation,Watching brief on the pipeline route from Kemsing water treatment works to Oak Bank reservoir,Monitoring of the topsoil strip along the pipeline route.,,2010-09-16T00:00:00,2010-10-27T00:00:00
50214,133,EKE12807,,Partial Investigation,Excavation on the pipeline route from Kemsing water treatment works to Oak Bank reservoir,Excavation of cremation burials found during a watching brief on the pipeline route.,,2010-10-20T00:00:00,2010-10-27T00:00:00
50215,134,EKE12806,,Partial Investigation,Watching brief on the pipeline route from Kemsing water treatment works to Oak Bank reservoir,Monitoring of the topsoil strip along the pipeline route.,,16/09/2007,27/10/2007
50215,135,EKE12807,,Partial Investigation,Excavation on the pipeline route from Kemsing water treatment works to Oak Bank reservoir,Excavation of cremation burials found during a watching brief on the pipeline route.,,2010-10-20T00:00:00,2010-10-27T00:00:00
50216,136,EKE13407,,Full Excavation (1950-),Excavations along the route of the East Kent Access route (A256) 2009-2011,"Series of excavations along the East Kent Access route comprising fieldwalking, test-pitting and metal detecting followed by evaluation trenching and large-scale excavation in 29 zones. This event record concerns only the excavation.",,01/11/2009,31/05/2011
50217,137,EKE13407,,Full Excavation (1950-),Excavations along the route of the East Kent Access route (A256) 2009-2011,"Series of excavations along the East Kent Access route comprising fieldwalking, test-pitting and metal detecting followed by evaluation trenching and large-scale excavation in 29 zones. This event record concerns only the excavation.",,2009-11-01T00:00:00,2011-05-31T00:00:00
50219,138,EKE13407,,Full Excavation (1950-),Excavations along the route of the East Kent Access route (A256) 2009-2011,"Series of excavations along the East Kent Access route comprising fieldwalking, test-pitting and metal detecting followed by evaluation trenching and large-scale excavation in 29 zones. This event record concerns only the excavation.",,2009-11-01T00:00:00,2011-05-31T00:00:00
50220,139,EKE13407,,Full Excavation (1950-),Excavations along the route of the East Kent Access route (A256) 2009-2011,"Series of excavations along the East Kent Access route comprising fieldwalking, test-pitting and metal detecting followed by evaluation trenching and large-scale excavation in 29 zones. This event record concerns only the excavation.",,2009-11-01T00:00:00,2011-05-31T00:00:00
50221,140,EKE13407,,Full Excavation (1950-),Excavations along the route of the East Kent Access route (A256) 2009-2011,"Series of excavations along the East Kent Access route comprising fieldwalking, test-pitting and metal detecting followed by evaluation trenching and large-scale excavation in 29 zones. This event record concerns only the excavation.",,2009-11-01T00:00:00,2011-05-31T00:00:00
50222,141,EKE13407,,Full Excavation (1950-),Excavations along the route of the East Kent Access route (A256) 2009-2011,"Series of excavations along the East Kent Access route comprising fieldwalking, test-pitting and metal detecting followed by evaluation trenching and large-scale excavation in 29 zones. This event record concerns only the excavation.",,2009-11-01T00:00:00,2011-05-31T00:00:00
50224,142,EKE13794,,Partial Investigation,Rear of 4-5 Whitehall Close,Three 'Belgic' cremations were observed to the rear of 1-4 Whitehall Close in 1954 by Frank Jenkins.  This is thought to relate to the building of two blocks of maisonnettes in the vicinity in December of that year.,,01/01/1954,31/12/1954
50225,143,EKE13509,,Full Excavation (1950-),1-6 and 10-11 Marlowe Arcade,"Between July and October 1982 The Canterbury Archaeological Trust excavated upon the site of the current 1-6 and 10-11 Marlowe Arcade prior to redevelopment of the area.  The sitecode was MT82. The earliest features dated to the pre- and early Roman period and were two structures, B3 and B4.  A hearth was also found (1277).  16 pits and two gullies were also found within area MT.  A cremation was also excavated and consisted of cremated bones within a pedestal urn which had been set upright in a small hole. During the Roman period further structures were erected on the site, R31 consisted of post and stake holes.  At the north-west end of the site a row of post-holes, interpreted as fence posts.  Later structures were more substantial, buildings R32, 33, 34, 35, 36, 38 and 40 were all part of a major building programme which saw a planned alignment of streets and structures. At the end of the Roman period a deposit of 'dark earth' built up over the area.  Signs of occupation were represented by structures S30-2, which cut the latest Roman street metallings and the dark earth deposit.  A gap in occupation then seems to have occurred with little evidence other than pits being found until into the Norman period.  During this time the Roman structures were substantially robbed for stone. In 13th century structure L13 was constructed on the site.  A number of clay floors and ovens were excavated within the building..  81 pits dating to this time were also excavated upon MT, most predated the structure.  Slightly later, in 15th century, structureL14 was built.  Later activity had truncated the building and no floor levels survived.  It is thought to have been a latrine or possible have had some industrial use as it was associated with a pit and chute.  A number of pits and some clay quarries were also dug at this time within area MT, as was a well. Post Medieval features included some masonry walls a group of shallow post-holes and a scatter of pits and some cellars.  The earlier well was still and use and modified with a lead draw pipe.  The Marlowe Theatre was built on the site in the middle of 19th century and was finally closed in 1982.",,1982-01-01T00:00:00,1982-12-31T00:00:00
