GID_gg,Material_category,HER_material_type,Material_type_code,Material_type,Material_type_specific
71821,Unknown,,47,Organic  (Uncertain/Unspecified),
71822,Pottery,,10,Pottery,
71823,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
71824,Flint,,17,Chert / Flint,Flint
71825,Flint,,17,Chert / Flint,Flint
71826,Pottery,,10,Pottery,
71827,Pottery,,10,Pottery,
71828,Flint,,17,Chert / Flint,Flint
71829,Stone,,38,Stone (Uncertain/Unspecified),
71830,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
71833,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
71832,Pottery,,10,Pottery,
71831,Flint,,17,Chert / Flint,Flint
71834,Pottery,,10,Pottery,
71835,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
71835,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
71836,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
71837,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
71838,Wood,,41,Wood (Uncertain/Unspecified),
71839,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
71840,Pottery,,10,Pottery,
71841,Pottery,,10,Pottery,
71842,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
71843,Other,,48,Textile,
71844,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
71845,Flint,,17,Chert / Flint,Flint
71846,Flint,,17,Chert / Flint,Flint
71847,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
71848,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
71849,Pottery,,10,Pottery,
71850,Pottery,,10,Pottery,
71851,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
71852,Stone,,22,Greenstone,
71852,Bronze,,13,Copper,
71852,Gold,,20,Gold,
71853,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
71854,Amber/jet/shale,,3,Amber,
71855,Pottery,,10,Pottery,
71856,Flint,,17,Chert / Flint,Flint
71857,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
71858,Pottery,,10,Pottery,
71859,Flint,,17,Chert / Flint,Flint
71860,Pottery,,10,Pottery,
71861,Bone,,25,Bone/Antler/Horn/Ivory/Tooth (Animal),Ivory
71862,Pottery,,10,Pottery,
71864,Pottery,,10,Pottery,
71865,Pottery,,10,Pottery,
71866,Pottery,,10,Pottery,
71867,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
30006,Pottery,Pottery,10,Pottery,
30007,Bronze,Bronze,9,Bronze/Cu Alloy,Bronze
30019,Pottery,Pottery,10,Pottery,
30031,Pottery,Pottery,10,Pottery,
30032,Pottery,Pottery,10,Pottery,
30033,Pottery,Pottery,10,Pottery,
30036,Bone,Bone,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
30039,Bronze,Bronze,14,Bronze/Cu Alloy,Copper Alloy
30040,Bronze,Metal,9,Bronze/Cu Alloy,Bronze
30041,Pottery,Pottery,10,Pottery,
30043,Pottery,Pottery,10,Pottery,
30044,Pottery,Pottery,10,Pottery,
30045,Pottery,Pottery,10,Pottery,
30047,Pottery,Pottery,10,Pottery,
30050,Pottery,Pottery,10,Pottery,
30054,Pottery,Pottery,10,Pottery,
30069,Bone,Animal Bone,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
30074,Pottery,Human Bone,10,Pottery,
30075,Pottery,Pottery,10,Pottery,
30076,Flint,Charcoal,17,Chert / Flint,Flint
30081,Bronze,Bronze,9,Bronze/Cu Alloy,Bronze
30090,Pottery,Pottery,10,Pottery,
30092,Flint,Flint,17,Chert / Flint,Flint
30096,Pottery,Pottery,10,Pottery,
30097,Pottery,Pottery,10,Pottery,
30100,Pottery,Pottery,10,Pottery,
30104,Bone,Bone,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
30107,Pottery,Pottery,10,Pottery,
30108,Pottery,Pottery,10,Pottery,
30112,Stone,Pottery,38,Stone (Uncertain/Unspecified),
30113,Pottery,Pottery,10,Pottery,
30114,Flint,Flint,17,Chert / Flint,Flint
30134,Pottery,Pottery,10,Pottery,
30137,Pottery,Pottery,10,Pottery,
30138,Pottery,Pottery,10,Pottery,
30143,Pottery,Pottery,10,Pottery,
30144,Stone,Bronze,37,Slate,
30148,Pottery,Pottery,10,Pottery,
30149,Flint,Flint,17,Chert / Flint,Flint
30150,Bronze,Human Bone,13,Copper,
30174,Stone,Stone,38,Stone (Uncertain/Unspecified),
30177,Bronze,Bronze,9,Bronze/Cu Alloy,Bronze
30182,Pottery,Pottery,10,Pottery,
30183,Flint,Animal Bone,17,Chert / Flint,Flint
30187,Pottery,Pottery,10,Pottery,
30195,Pottery,Pot,10,Pottery,
30199,Pottery,Pottery,10,Pottery,
72085,Flint,,17,Chert / Flint,Flint
72084,Pottery,,10,Pottery,
72083,Flint,,17,Chert / Flint,Flint
72086,Flint,,17,Chert / Flint,Flint
72087,Pottery,,10,Pottery,
72081,Metal (other),,46,Metal (Uncertain/Unspecified)),
72079,Pottery,,10,Pottery,
72080,Stone,,38,Stone (Uncertain/Unspecified),
72094,Pottery,,10,Pottery,
72095,Pottery,,10,Pottery,
72096,Flint,,17,Chert / Flint,Flint
72097,Flint,,17,Chert / Flint,Flint
72098,Flint,,17,Chert / Flint,Flint
72099,Pottery,,10,Pottery,
72100,Pottery,,10,Pottery,
72101,Pottery,,10,Pottery,
72102,Pottery,,10,Pottery,
72103,Pottery,,10,Pottery,
72104,Pottery,,10,Pottery,
72105,Pottery,,10,Pottery,
72106,Pottery,,10,Pottery,
50037,Pottery,,10,Pottery,
72107,Pottery,,10,Pottery,
72108,Flint,,17,Chert / Flint,Flint
72109,Stone,,38,Stone (Uncertain/Unspecified),
72110,Stone,,22,Greenstone,
72111,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72114,Pottery,,10,Pottery,
72113,Pottery,,10,Pottery,
72112,Pottery,,10,Pottery,
50038,Metal (other),,36,Silver,
72115,Metal (other),,36,Silver,
72116,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72117,Bronze,,9,Bronze/Cu Alloy,Bronze
72118,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72119,Bronze,,9,Bronze/Cu Alloy,Bronze
72121,Pottery,,10,Pottery,
72122,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72120,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72131,Pottery,,10,Pottery,
72129,Pottery,,10,Pottery,
72123,Flint,,17,Chert / Flint,Flint
72124,Flint,,17,Chert / Flint,Flint
72125,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72126,Flint,,17,Chert / Flint,Flint
72127,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
72128,Pottery,,10,Pottery,
72130,Pottery,,10,Pottery,
72132,Flint,,17,Chert / Flint,Flint
72133,Pottery,,10,Pottery,
72134,Pottery,,10,Pottery,
72135,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72136,Flint,,17,Chert / Flint,Flint
72137,Flint,,17,Chert / Flint,Flint
72138,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72139,Other,,48,Textile,
72140,Pottery,,10,Pottery,
72141,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72142,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72143,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72144,Flint,,17,Chert / Flint,Flint
72145,Pottery,,10,Pottery,
72146,Pottery,,10,Pottery,
72147,Flint,,17,Chert / Flint,Flint
72148,Pottery,,10,Pottery,
72149,Pottery,,10,Pottery,
72150,Bronze,,9,Bronze/Cu Alloy,Bronze
72151,Pottery,,10,Pottery,
72152,Pottery,,10,Pottery,
72153,Flint,,17,Chert / Flint,Flint
72154,Pottery,,10,Pottery,
72155,Pottery,,10,Pottery,
72156,Pottery,,10,Pottery,
72157,Pottery,,10,Pottery,
72158,Pottery,,10,Pottery,
72159,Pottery,,10,Pottery,
72160,Pottery,,10,Pottery,
72161,Pottery,,10,Pottery,
72162,Pottery,,10,Pottery,
72163,Wood,,41,Wood (Uncertain/Unspecified),
72164,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
72165,Pottery,,10,Pottery,
72166,Pottery,,10,Pottery,
72167,Stone,,38,Stone (Uncertain/Unspecified),
72168,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72169,Stone,,33,Sandstone,
72170,Flint,,17,Chert / Flint,Flint
72171,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72172,Pottery,,10,Pottery,
72175,Flint,,17,Chert / Flint,Flint
72176,Pottery,,10,Pottery,
72177,Wood,,41,Wood (Uncertain/Unspecified),
72178,Pottery,,10,Pottery,
72179,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72181,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72183,Pottery,,10,Pottery,
72186,Pottery,,10,Pottery,
72185,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72184,Flint,,17,Chert / Flint,Flint
72187,Flint,,17,Chert / Flint,Flint
72189,Flint,,17,Chert / Flint,Flint
72196,Flint,,17,Chert / Flint,Flint
72197,Pottery,,10,Pottery,
72190,Pottery,,10,Pottery,
72191,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72192,Unknown,,47,Organic  (Uncertain/Unspecified),
72193,Pottery,,10,Pottery,
72194,Flint,,17,Chert / Flint,Flint
72195,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72199,Pottery,,10,Pottery,
72200,Iron,,24,Iron,
72198,Pottery,,10,Pottery,
72201,Pottery,,10,Pottery,
72203,Iron,,24,Iron,
72204,Pottery,,10,Pottery,
72205,Pottery,,10,Pottery,
72208,Pottery,,10,Pottery,
72209,Pottery,,10,Pottery,
72210,Pottery,,10,Pottery,
72217,Pottery,,10,Pottery,
72215,Wood,,41,Wood (Uncertain/Unspecified),
72214,Pottery,,10,Pottery,
72213,Pottery,,10,Pottery,
72212,Flint,,17,Chert / Flint,Flint
72211,Pottery,,10,Pottery,
72218,Pottery,,10,Pottery,
72220,Pottery,,10,Pottery,
72219,Pottery,,10,Pottery,
72221,Pottery,,10,Pottery,
72222,Pottery,,10,Pottery,
72223,Pottery,,10,Pottery,
72224,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72225,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72226,Pottery,,10,Pottery,
72227,Pottery,,10,Pottery,
72228,Pottery,,10,Pottery,
72229,Pottery,,10,Pottery,
72232,Pottery,,10,Pottery,
72230,Pottery,,10,Pottery,
72231,Pottery,,10,Pottery,
72237,Other,,54,Ochre,
72236,Pottery,,10,Pottery,
72233,Wood,,41,Wood (Uncertain/Unspecified),
72239,Pottery,,10,Pottery,
72245,Pottery,,10,Pottery,
72242,Wood,,41,Wood (Uncertain/Unspecified),
72254,Pottery,,10,Pottery,
72255,Stone,,38,Stone (Uncertain/Unspecified),
72256,Flint,,17,Chert / Flint,Flint
72257,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72258,Pottery,,10,Pottery,
40109,Wood,,30,Wood,Oak
72260,Pottery,,10,Pottery,
72259,Flint,,17,Chert / Flint,Flint
72263,Wood,,41,Wood (Uncertain/Unspecified),
72262,Pottery,,10,Pottery,
72240,Wood,,41,Wood (Uncertain/Unspecified),
72240,Iron,,24,Iron,
72241,Pottery,,10,Pottery,
72243,Pottery,,10,Pottery,
72244,Bronze,,9,Bronze/Cu Alloy,Bronze
72246,Bronze,,9,Bronze/Cu Alloy,Bronze
72253,Bronze,,9,Bronze/Cu Alloy,Bronze
72247,Pottery,,10,Pottery,
72248,Pottery,,10,Pottery,
72252,Stone,,38,Stone (Uncertain/Unspecified),
72251,Stone,,38,Stone (Uncertain/Unspecified),
72250,Pottery,,10,Pottery,
72249,Pottery,,10,Pottery,
72265,Pottery,,10,Pottery,
72269,Pottery,,10,Pottery,
72270,Pottery,,10,Pottery,
72271,Pottery,,10,Pottery,
72272,Pottery,,10,Pottery,
72274,Pottery,,10,Pottery,
72273,Pottery,,10,Pottery,
72280,Bronze,,9,Bronze/Cu Alloy,Bronze
72279,Bronze,,9,Bronze/Cu Alloy,Bronze
72277,Pottery,,10,Pottery,
72278,Bronze,,9,Bronze/Cu Alloy,Bronze
72276,Pottery,,10,Pottery,
72275,Pottery,,10,Pottery,
72284,Bronze,,9,Bronze/Cu Alloy,Bronze
72283,Bronze,,9,Bronze/Cu Alloy,Bronze
72282,Pottery,,10,Pottery,
72281,Pottery,,10,Pottery,
72285,Pottery,,10,Pottery,
72294,Bronze,,9,Bronze/Cu Alloy,Bronze
72292,Pottery,,10,Pottery,
72291,Pottery,,10,Pottery,
72290,Pottery,,10,Pottery,
72289,Pottery,,10,Pottery,
72288,Pottery,,10,Pottery,
72286,Pottery,,10,Pottery,
72300,Metal (other),,2,Metal Alloy (Uncertain/Unspecified),
72299,Pottery,,10,Pottery,
72298,Pottery,,10,Pottery,
72297,Pottery,,10,Pottery,
72296,Pottery,,10,Pottery,
72308,Pottery,,10,Pottery,
72307,Pottery,,10,Pottery,
72306,Pottery,,10,Pottery,
72305,Pottery,,10,Pottery,
72304,Pottery,,10,Pottery,
72303,Pottery,,10,Pottery,
72302,Pottery,,10,Pottery,
72301,Pottery,,10,Pottery,
72309,Pottery,,10,Pottery,
72319,Pottery,,10,Pottery,
72320,Metal (other),,36,Silver,
72321,Bronze,,9,Bronze/Cu Alloy,Bronze
72310,Pottery,,10,Pottery,
72311,Pottery,,10,Pottery,
72312,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72313,Bronze,,9,Bronze/Cu Alloy,Bronze
72314,Pottery,,10,Pottery,
72316,Pottery,,10,Pottery,
72317,Other,,19,Glass,
72318,Flint,,17,Chert / Flint,Flint
72322,Metal (other),,36,Silver,
72323,Pottery,,10,Pottery,
72324,Pottery,,10,Pottery,
72325,Pottery,,10,Pottery,
72326,Pottery,,10,Pottery,
72327,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72328,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72329,Pottery,,10,Pottery,
72330,Pottery,,10,Pottery,
72331,Pottery,,10,Pottery,
72332,Pottery,,10,Pottery,
72333,Pottery,,10,Pottery,
72336,Pottery,,10,Pottery,
72337,Pottery,,10,Pottery,
72338,Pottery,,10,Pottery,
72339,Pottery,,10,Pottery,
72340,Pottery,,10,Pottery,
72341,Bronze,,9,Bronze/Cu Alloy,Bronze
72342,Iron,,24,Iron,
72342,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72343,Wood,,41,Wood (Uncertain/Unspecified),
72343,Bronze,,9,Bronze/Cu Alloy,Bronze
72344,Bronze,,9,Bronze/Cu Alloy,Bronze
72344,Other,,43,Coral/Shell,Coral
72346,Bronze,,9,Bronze/Cu Alloy,Bronze
72346,Other,,43,Coral/Shell,Coral
72345,Bronze,,9,Bronze/Cu Alloy,Bronze
72345,Other,,43,Coral/Shell,Coral
72348,Pottery,,10,Pottery,
72349,Bronze,,9,Bronze/Cu Alloy,Bronze
72350,Pottery,,10,Pottery,
72351,Bronze,,9,Bronze/Cu Alloy,Bronze
72352,Bronze,,9,Bronze/Cu Alloy,Bronze
72354,Pottery,,10,Pottery,
72355,Pottery,,10,Pottery,
72356,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72358,Pottery,,10,Pottery,
72359,Pottery,,10,Pottery,
72357,Pottery,,10,Pottery,
72360,Pottery,,10,Pottery,
72361,Pottery,,10,Pottery,
72362,Pottery,,10,Pottery,
72363,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72364,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72365,Pottery,,10,Pottery,
72366,Pottery,,10,Pottery,
72367,Pottery,,10,Pottery,
72368,Pottery,,10,Pottery,
72370,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72371,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72369,Bronze,,9,Bronze/Cu Alloy,Bronze
72372,Bronze,,9,Bronze/Cu Alloy,Bronze
72373,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72374,Iron,,24,Iron,
72375,Iron,,24,Iron,
72376,Bronze,,9,Bronze/Cu Alloy,Bronze
72377,Iron,,24,Iron,
72378,Wood,,55,Wood,Lime
72378,Iron,,24,Iron,
72379,Iron,,24,Iron,
72380,Iron,,24,Iron,
72381,Iron,,24,Iron,
72384,Bronze,,9,Bronze/Cu Alloy,Bronze
72382,Bronze,,9,Bronze/Cu Alloy,Bronze
72387,Pottery,,10,Pottery,
72388,Pottery,,10,Pottery,
72389,Pottery,,10,Pottery,
72390,Pottery,,10,Pottery,
72391,Bronze,,9,Bronze/Cu Alloy,Bronze
72392,Bronze,,9,Bronze/Cu Alloy,Bronze
72393,Iron,,24,Iron,
72385,Pottery,,10,Pottery,
72386,Pottery,,10,Pottery,
72394,Pottery,,10,Pottery,
72401,Bronze,,9,Bronze/Cu Alloy,Bronze
72400,Bronze,,9,Bronze/Cu Alloy,Bronze
72395,Pottery,,10,Pottery,
72396,Pottery,,10,Pottery,
72397,Pottery,,10,Pottery,
72398,Pottery,,10,Pottery,
72399,Bronze,,9,Bronze/Cu Alloy,Bronze
72403,Pottery,,10,Pottery,
72402,Pottery,,10,Pottery,
72404,Bronze,,9,Bronze/Cu Alloy,Bronze
72418,Bronze,,9,Bronze/Cu Alloy,Bronze
72419,Bronze,,9,Bronze/Cu Alloy,Bronze
72420,Pottery,,10,Pottery,
72421,Pottery,,10,Pottery,
72422,Pottery,,10,Pottery,
72423,Pottery,,10,Pottery,
72424,Pottery,,10,Pottery,
72425,Bronze,,9,Bronze/Cu Alloy,Bronze
71376,Bronze,,9,Bronze/Cu Alloy,Bronze
71378,Bronze,,9,Bronze/Cu Alloy,Bronze
72312,Metal (other),,36,Silver,
72432,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72433,Iron,,24,Iron,
72433,Wood,,41,Wood (Uncertain/Unspecified),
72435,Metal (other),,2,Metal Alloy (Uncertain/Unspecified),
72434,Metal (other),,2,Metal Alloy (Uncertain/Unspecified),
72437,Pottery,,10,Pottery,
72439,Pottery,,10,Pottery,
72440,Pottery,,10,Pottery,
72441,Pottery,,10,Pottery,
72442,Bronze,,9,Bronze/Cu Alloy,Bronze
72443,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72444,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72451,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72450,Bronze,,13,Copper,
72449,Pottery,,10,Pottery,
72452,Pottery,,10,Pottery,
72453,Pottery,,10,Pottery,
72454,Pottery,,10,Pottery,
72455,Pottery,,10,Pottery,
72456,Iron,,24,Iron,
72460,Bronze,,9,Bronze/Cu Alloy,Bronze
72459,Bronze,,9,Bronze/Cu Alloy,Bronze
72458,Pottery,,10,Pottery,
72457,Pottery,,10,Pottery,
72464,Pottery,,10,Pottery,
72465,Bronze,,9,Bronze/Cu Alloy,Bronze
50093,Pottery,,10,Pottery,
72470,Bronze,,9,Bronze/Cu Alloy,Bronze
50185,Pottery,,10,Pottery,
72473,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72472,Unknown,,1,Unknown,
72471,Bronze,,9,Bronze/Cu Alloy,Bronze
72476,Pottery,,10,Pottery,
72477,Pottery,,10,Pottery,
72474,Pottery,,10,Pottery,
72475,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72478,Pottery,,10,Pottery,
72479,Pottery,,10,Pottery,
72480,Pottery,,10,Pottery,
72481,Pottery,,10,Pottery,
72482,Iron,,24,Iron,
72483,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72488,Bronze,,9,Bronze/Cu Alloy,Bronze
72487,Bronze,,9,Bronze/Cu Alloy,Bronze
72486,Pottery,,10,Pottery,
72485,Wood,,51,Wood,Yew
72484,Wood,,41,Wood (Uncertain/Unspecified),
59012,Iron,COPPER / IRON,24,Iron,
72503,Pottery,,10,Pottery,
72504,Other,,12,Clay,
72505,Other,,12,Clay,
72511,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72506,Iron,,24,Iron,
72507,Iron,,24,Iron,
72508,Iron,,24,Iron,
72509,Iron,,24,Iron,
72509,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
72510,Iron,,24,Iron,
72512,Stone,,33,Sandstone,
72513,Pottery,,10,Pottery,
72514,Pottery,,10,Pottery,
72515,Pottery,,10,Pottery,
72516,Pottery,,10,Pottery,
72517,Pottery,,10,Pottery,
72518,Other,,59,Charred Plant Remains,
72520,Flint,,17,Chert / Flint,Flint
72522,Pottery,,10,Pottery,
72523,Unknown,,47,Organic  (Uncertain/Unspecified),
72521,Stone,,33,Sandstone,
72524,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72525,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72526,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72527,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72528,Pottery,,10,Pottery,
72529,Pottery,,10,Pottery,
72530,Pottery,,10,Pottery,
50183,Bronze,,9,Bronze/Cu Alloy,Bronze
72531,Bronze,,9,Bronze/Cu Alloy,Bronze
72532,Bronze,,9,Bronze/Cu Alloy,Bronze
72533,Bronze,,9,Bronze/Cu Alloy,Bronze
72534,Iron,,24,Iron,
72535,Iron,,24,Iron,
72536,Pottery,,10,Pottery,
72537,Pottery,,10,Pottery,
72538,Pottery,,10,Pottery,
72539,Pottery,,10,Pottery,
72540,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72541,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72542,Bronze,,9,Bronze/Cu Alloy,Bronze
72543,Bronze,,9,Bronze/Cu Alloy,Bronze
72546,Wood,,60,Wood,Sweet Chestnut
72547,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72548,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72544,Pottery,,10,Pottery,
72545,Pottery,,10,Pottery,
72542,Wood,,51,Wood,Yew
72549,Wood,,41,Wood (Uncertain/Unspecified),
72550,Unknown,,47,Organic  (Uncertain/Unspecified),
72557,Wood,,41,Wood (Uncertain/Unspecified),
72557,Iron,,24,Iron,
50215,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72551,Pottery,,10,Pottery,
72552,Pottery,,10,Pottery,
72553,Iron,,24,Iron,
72558,Iron,,24,Iron,
72558,Wood,,61,Wood,Ash
72555,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72554,Iron,,24,Iron,
72484,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72485,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72485,Iron,,24,Iron,
72561,Bronze,,9,Bronze/Cu Alloy,Bronze
72561,Other,,48,Textile,
72562,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72563,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72564,Pottery,,10,Pottery,
72565,Bronze,,9,Bronze/Cu Alloy,Bronze
72566,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72567,Other,,35,Coral/Shell,Shell
72568,Stone,,22,Greenstone,
72569,Flint,,17,Chert / Flint,Flint
72570,Flint,,17,Chert / Flint,Flint
72571,Flint,,17,Chert / Flint,Flint
72572,Pottery,,10,Pottery,
72573,Pottery,,10,Pottery,
72578,Pottery,,10,Pottery,
72576,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72577,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72583,Pottery,,10,Pottery,
72584,Pottery,,10,Pottery,
72580,Bronze,,13,Copper,
72581,Pottery,,10,Pottery,
72585,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
72586,Flint,,17,Chert / Flint,Flint
72587,Pottery,,10,Pottery,
72588,Pottery,,10,Pottery,
72589,Flint,,17,Chert / Flint,Flint
72591,Flint,,17,Chert / Flint,Flint
72590,Flint,,17,Chert / Flint,Flint
72592,Stone,,38,Stone (Uncertain/Unspecified),
72593,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
72594,Pottery,,10,Pottery,
72595,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72596,Flint,,17,Chert / Flint,Flint
72597,Flint,,17,Chert / Flint,Flint
72598,Flint,,17,Chert / Flint,Flint
72599,Pottery,,10,Pottery,
72600,Pottery,,10,Pottery,
72601,Pottery,,10,Pottery,
72602,Flint,,17,Chert / Flint,Flint
72603,Pottery,,10,Pottery,
72604,Pottery,,10,Pottery,
72610,Stone,,42,Chalk,
72609,Stone,,42,Chalk,
72607,Wood,,30,Wood,Oak
72612,Pottery,,10,Pottery,
72616,Pottery,,10,Pottery,
72615,Flint,,58,Chert / Flint (Uncertain/Unspecified),
72614,Pottery,,10,Pottery,
72613,Pottery,,10,Pottery,
72621,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72620,Pottery,,10,Pottery,
72622,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72623,Pottery,,10,Pottery,
72624,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
72625,Pottery,,10,Pottery,
72626,Pottery,,10,Pottery,
72627,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72628,Pottery,,10,Pottery,
72629,Flint,,17,Chert / Flint,Flint
72631,Pottery,,10,Pottery,
72632,Pottery,,10,Pottery,
72633,Pottery,,10,Pottery,
72634,Pottery,,10,Pottery,
72635,Pottery,,10,Pottery,
72636,Pottery,,10,Pottery,
72637,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
72638,Pottery,,10,Pottery,
72642,Pottery,,10,Pottery,
72643,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
72644,Flint,,17,Chert / Flint,Flint
72646,Pottery,,10,Pottery,
72649,Pottery,,10,Pottery,
72648,Pottery,,10,Pottery,
72645,Pottery,,10,Pottery,
40115,Pottery,,10,Pottery,
40118,Pottery,,10,Pottery,
72650,Bone,,6,Bone/Antler/Horn/Ivory/Tooth (Human),Human Bone
72651,Flint,,17,Chert / Flint,Flint
72652,Wood,,41,Wood (Uncertain/Unspecified),
72653,Pottery,,10,Pottery,
72654,Pottery,,10,Pottery,
72667,Iron,,24,Iron,
72656,Flint,,17,Chert / Flint,Flint
72657,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72658,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72659,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72661,Pottery,,10,Pottery,
72662,Pottery,,10,Pottery,
72663,Flint,,17,Chert / Flint,Flint
72664,Unknown,,47,Organic  (Uncertain/Unspecified),
72665,Flint,,17,Chert / Flint,Flint
72666,Pottery,,10,Pottery,
72668,Pottery,,10,Pottery,
72674,Stone,,38,Stone (Uncertain/Unspecified),
72675,Pottery,,10,Pottery,
72676,Unknown,,47,Organic  (Uncertain/Unspecified),
72681,Pottery,,10,Pottery,
72682,Pottery,,10,Pottery,
72680,Pottery,,10,Pottery,
72679,Pottery,,10,Pottery,
